agency_cd,site_no,Month,Day,Year,Time,Discharge,Qualification
USGS,5082500,4,12,2005,0:00,10000,A
USGS,5082500,4,13,2005,0:00,9490,A
USGS,5082500,4,14,2005,0:00,10500,A
USGS,5082500,4,15,2005,0:00,12100,A
USGS,5082500,4,16,2005,0:00,12300,A
USGS,5082500,4,17,2005,0:00,11900,A
USGS,5082500,4,18,2005,0:00,11500,A
USGS,5082500,4,19,2005,0:00,10900,A
USGS,5082500,4,20,2005,0:00,9890,A
USGS,5082500,4,21,2005,0:00,8830,A
USGS,5082500,4,22,2005,0:00,7990,A
USGS,5082500,4,23,2005,0:00,7420,A
USGS,5082500,4,24,2005,0:00,6830,A
USGS,5082500,4,25,2005,0:00,6540,A
USGS,5082500,4,26,2005,0:00,6340,A
USGS,5082500,4,27,2005,0:00,6160,A
USGS,5082500,4,28,2005,0:00,5980,A
USGS,5082500,4,29,2005,0:00,5800,A
USGS,5082500,4,30,2005,0:00,5630,A
USGS,5082500,5,1,2005,0:00,5450,A
USGS,5082500,5,2,2005,0:00,5370,A
USGS,5082500,5,3,2005,0:00,5310,A
USGS,5082500,5,4,2005,0:00,5200,A
USGS,5082500,5,5,2005,0:00,4940,A
USGS,5082500,5,6,2005,0:00,4780,A
USGS,5082500,5,7,2005,0:00,4540,A
USGS,5082500,5,8,2005,0:00,4370,A
USGS,5082500,5,9,2005,0:00,4480,A
USGS,5082500,5,10,2005,0:00,5010,A
USGS,5082500,5,11,2005,0:00,6160,A
USGS,5082500,5,12,2005,0:00,6620,A
USGS,5082500,5,13,2005,0:00,6820,A
USGS,5082500,5,14,2005,0:00,6690,A
USGS,5082500,5,15,2005,0:00,6540,A
USGS,5082500,5,16,2005,0:00,6460,A
USGS,5082500,5,17,2005,0:00,6460,A
USGS,5082500,5,18,2005,0:00,6480,A
USGS,5082500,5,19,2005,0:00,6490,A
USGS,5082500,5,20,2005,0:00,6480,A
USGS,5082500,5,21,2005,0:00,6620,A
USGS,5082500,5,22,2005,0:00,7040,A
USGS,5082500,5,23,2005,0:00,7300,A
USGS,5082500,5,24,2005,0:00,7670,A
USGS,5082500,5,25,2005,0:00,7730,A
USGS,5082500,5,26,2005,0:00,7410,A
USGS,5082500,5,27,2005,0:00,7070,A
USGS,5082500,5,28,2005,0:00,7090,A
USGS,5082500,5,29,2005,0:00,7680,A
USGS,5082500,5,30,2005,0:00,8310,A
USGS,5082500,5,31,2005,0:00,8640,A
USGS,5082500,6,1,2005,0:00,8620,A
USGS,5082500,6,2,2005,0:00,8340,A
USGS,5082500,6,3,2005,0:00,7880,A
USGS,5082500,6,4,2005,0:00,7470,A
USGS,5082500,6,5,2005,0:00,7400,A
USGS,5082500,6,6,2005,0:00,7970,A
USGS,5082500,6,7,2005,0:00,10200,A
USGS,5082500,6,8,2005,0:00,14100,A
USGS,5082500,6,9,2005,0:00,16700,A
USGS,5082500,6,10,2005,0:00,18400,A
USGS,5082500,6,11,2005,0:00,19900,A
USGS,5082500,6,12,2005,0:00,22500,A
USGS,5082500,6,13,2005,0:00,25800,A
USGS,5082500,6,14,2005,0:00,29500,A
USGS,5082500,6,15,2005,0:00,33400,A
USGS,5082500,6,16,2005,0:00,36300,A
USGS,5082500,6,17,2005,0:00,37900,A
USGS,5082500,6,18,2005,0:00,37900,A
USGS,5082500,6,19,2005,0:00,36000,A
USGS,5082500,6,20,2005,0:00,33900,A
USGS,5082500,6,21,2005,0:00,31700,A
USGS,5082500,6,22,2005,0:00,29500,A
USGS,5082500,6,23,2005,0:00,27300,A
USGS,5082500,6,24,2005,0:00,25400,A
USGS,5082500,6,25,2005,0:00,23300,A
USGS,5082500,6,26,2005,0:00,21100,A
USGS,5082500,6,27,2005,0:00,18900,A
USGS,5082500,6,28,2005,0:00,16600,A
USGS,5082500,6,29,2005,0:00,14200,A
USGS,5082500,6,30,2005,0:00,12800,A
USGS,5082500,7,1,2005,0:00,12500,A
USGS,5082500,7,2,2005,0:00,13600,A
USGS,5082500,7,3,2005,0:00,15100,A
USGS,5082500,7,4,2005,0:00,16000,A
USGS,5082500,7,5,2005,0:00,16700,A
USGS,5082500,7,6,2005,0:00,17100,A
USGS,5082500,7,7,2005,0:00,17200,A
USGS,5082500,7,8,2005,0:00,16900,A
USGS,5082500,7,9,2005,0:00,16300,A
USGS,5082500,7,10,2005,0:00,15600,A
USGS,5082500,7,11,2005,0:00,14700,A
USGS,5082500,7,12,2005,0:00,13500,A
USGS,5082500,7,13,2005,0:00,12200,A
USGS,5082500,7,14,2005,0:00,11100,A
USGS,5082500,7,15,2005,0:00,10300,A:e
USGS,5082500,7,16,2005,0:00,9850,A
USGS,5082500,7,17,2005,0:00,9660,A
USGS,5082500,7,18,2005,0:00,9590,A
USGS,5082500,7,19,2005,0:00,9530,A
USGS,5082500,7,20,2005,0:00,9090,A
USGS,5082500,7,21,2005,0:00,8350,A
USGS,5082500,7,22,2005,0:00,8030,A
USGS,5082500,7,23,2005,0:00,8140,A
USGS,5082500,7,24,2005,0:00,7870,A
USGS,5082500,7,25,2005,0:00,7490,A
USGS,5082500,7,26,2005,0:00,7210,A
USGS,5082500,7,27,2005,0:00,6810,A
USGS,5082500,7,28,2005,0:00,6500,A
USGS,5082500,7,29,2005,0:00,5910,A
USGS,5082500,7,30,2005,0:00,5580,A
USGS,5082500,7,31,2005,0:00,5500,A
USGS,5082500,8,1,2005,0:00,5420,A
USGS,5082500,8,2,2005,0:00,5200,A
USGS,5082500,8,3,2005,0:00,4920,A
USGS,5082500,8,4,2005,0:00,4600,A
USGS,5082500,8,5,2005,0:00,4370,A
USGS,5082500,8,6,2005,0:00,4170,A
USGS,5082500,8,7,2005,0:00,4240,A
USGS,5082500,8,8,2005,0:00,4720,A
USGS,5082500,8,9,2005,0:00,5070,A
USGS,5082500,8,10,2005,0:00,5080,A
USGS,5082500,8,11,2005,0:00,4780,A
USGS,5082500,8,12,2005,0:00,4400,A
USGS,5082500,8,13,2005,0:00,4180,A
USGS,5082500,8,14,2005,0:00,4170,A
USGS,5082500,8,15,2005,0:00,4090,A
USGS,5082500,8,16,2005,0:00,3850,A
USGS,5082500,8,17,2005,0:00,4180,A
USGS,5082500,8,18,2005,0:00,4490,A:e
USGS,5082500,8,19,2005,0:00,5320,A
USGS,5082500,8,20,2005,0:00,7230,A
USGS,5082500,8,21,2005,0:00,7400,A
USGS,5082500,8,22,2005,0:00,6590,A
USGS,5082500,8,23,2005,0:00,6130,A
USGS,5082500,8,24,2005,0:00,6130,A
USGS,5082500,8,25,2005,0:00,6070,A
USGS,5082500,8,26,2005,0:00,5770,A
USGS,5082500,8,27,2005,0:00,6390,A
USGS,5082500,8,28,2005,0:00,7920,A
USGS,5082500,8,29,2005,0:00,8600,A
USGS,5082500,8,30,2005,0:00,8460,A
USGS,5082500,8,31,2005,0:00,7600,A
USGS,5082500,9,1,2005,0:00,6490,A
USGS,5082500,9,2,2005,0:00,5560,A
USGS,5082500,9,3,2005,0:00,4930,A
USGS,5082500,9,4,2005,0:00,4560,A
USGS,5082500,9,5,2005,0:00,4350,A
USGS,5082500,9,6,2005,0:00,4540,A
USGS,5082500,9,7,2005,0:00,6810,A
USGS,5082500,9,8,2005,0:00,9150,A
USGS,5082500,9,9,2005,0:00,9180,A
USGS,5082500,9,10,2005,0:00,8410,A
USGS,5082500,9,11,2005,0:00,7990,A
USGS,5082500,9,12,2005,0:00,7530,A
USGS,5082500,9,13,2005,0:00,6740,A
USGS,5082500,9,14,2005,0:00,5650,A
USGS,5082500,9,15,2005,0:00,4800,A
USGS,5082500,9,16,2005,0:00,4220,A
USGS,5082500,9,17,2005,0:00,3800,A
USGS,5082500,9,18,2005,0:00,3460,A
USGS,5082500,9,19,2005,0:00,3310,A
USGS,5082500,9,20,2005,0:00,3310,A
USGS,5082500,9,21,2005,0:00,3240,A
USGS,5082500,9,22,2005,0:00,3180,A
USGS,5082500,9,23,2005,0:00,3120,A
USGS,5082500,9,24,2005,0:00,3080,A
USGS,5082500,9,25,2005,0:00,2970,A
USGS,5082500,9,26,2005,0:00,2880,A
USGS,5082500,9,27,2005,0:00,2790,A
USGS,5082500,9,28,2005,0:00,2700,A
USGS,5082500,9,29,2005,0:00,2650,A
USGS,5082500,9,30,2005,0:00,2540,A
USGS,5082500,10,1,2005,0:00,2440,A
USGS,5082500,10,2,2005,0:00,2290,A
USGS,5082500,10,3,2005,0:00,2170,A
USGS,5082500,10,4,2005,0:00,2110,A
USGS,5082500,10,5,2005,0:00,2360,A
USGS,5082500,10,6,2005,0:00,2960,A
USGS,5082500,10,7,2005,0:00,3930,A
USGS,5082500,10,8,2005,0:00,4730,A
USGS,5082500,10,9,2005,0:00,5010,A
USGS,5082500,10,10,2005,0:00,5180,A
USGS,5082500,10,11,2005,0:00,5200,A
USGS,5082500,10,12,2005,0:00,4970,A
USGS,5082500,10,13,2005,0:00,4630,A
USGS,5082500,10,14,2005,0:00,4240,A
USGS,5082500,10,15,2005,0:00,3890,A
USGS,5082500,10,16,2005,0:00,3580,A
USGS,5082500,10,17,2005,0:00,3330,A
USGS,5082500,10,18,2005,0:00,3290,A
USGS,5082500,10,19,2005,0:00,3410,A
USGS,5082500,10,20,2005,0:00,3500,A
USGS,5082500,10,21,2005,0:00,3510,A
USGS,5082500,10,22,2005,0:00,3480,A
USGS,5082500,10,23,2005,0:00,3420,A
USGS,5082500,10,24,2005,0:00,3430,A
USGS,5082500,10,25,2005,0:00,3380,A
USGS,5082500,10,26,2005,0:00,3300,A
USGS,5082500,10,27,2005,0:00,3240,A
USGS,5082500,10,28,2005,0:00,3150,A
USGS,5082500,10,29,2005,0:00,3080,A
USGS,5082500,10,30,2005,0:00,3070,A
USGS,5082500,10,31,2005,0:00,3060,A
USGS,5082500,11,1,2005,0:00,3030,A
USGS,5082500,11,2,2005,0:00,3030,A
USGS,5082500,11,3,2005,0:00,2970,A
USGS,5082500,11,4,2005,0:00,2920,A
USGS,5082500,11,5,2005,0:00,2910,A
USGS,5082500,11,6,2005,0:00,2920,A
USGS,5082500,11,7,2005,0:00,2950,A
USGS,5082500,11,8,2005,0:00,2970,A
USGS,5082500,11,9,2005,0:00,2980,A
USGS,5082500,11,10,2005,0:00,2970,A
USGS,5082500,11,11,2005,0:00,2910,A
USGS,5082500,11,12,2005,0:00,2840,A
USGS,5082500,11,13,2005,0:00,2890,A
USGS,5082500,11,14,2005,0:00,2940,A
USGS,5082500,11,15,2005,0:00,3030,A
USGS,5082500,11,16,2005,0:00,3250,A
USGS,5082500,11,17,2005,0:00,3120,A:e
USGS,5082500,11,18,2005,0:00,3000,A:e
USGS,5082500,11,19,2005,0:00,3160,A:e
USGS,5082500,11,20,2005,0:00,3180,A:e
USGS,5082500,11,21,2005,0:00,3190,A:e
USGS,5082500,11,22,2005,0:00,3390,A:e
USGS,5082500,11,23,2005,0:00,4100,A:e
USGS,5082500,11,24,2005,0:00,4650,A:e
USGS,5082500,11,25,2005,0:00,4000,A:e
USGS,5082500,11,26,2005,0:00,3440,A:e
USGS,5082500,11,27,2005,0:00,2800,A:e
USGS,5082500,11,28,2005,0:00,2600,A:e
USGS,5082500,11,29,2005,0:00,2450,A:e
USGS,5082500,11,30,2005,0:00,2380,A:e
USGS,5082500,12,1,2005,0:00,2330,A:e
USGS,5082500,12,2,2005,0:00,2420,A:e
USGS,5082500,12,3,2005,0:00,2500,A:e
USGS,5082500,12,4,2005,0:00,2800,A:e
USGS,5082500,12,5,2005,0:00,2880,A:e
USGS,5082500,12,6,2005,0:00,2900,A:e
USGS,5082500,12,7,2005,0:00,2950,A:e
USGS,5082500,12,8,2005,0:00,3000,A:e
USGS,5082500,12,9,2005,0:00,3290,A:e
USGS,5082500,12,10,2005,0:00,3280,A:e
USGS,5082500,12,11,2005,0:00,3270,A:e
USGS,5082500,12,12,2005,0:00,3430,A:e
USGS,5082500,12,13,2005,0:00,3420,A:e
USGS,5082500,12,14,2005,0:00,3400,A:e
USGS,5082500,12,15,2005,0:00,3350,A:e
USGS,5082500,12,16,2005,0:00,3300,A:e
USGS,5082500,12,17,2005,0:00,3250,A:e
USGS,5082500,12,18,2005,0:00,3200,A:e
USGS,5082500,12,19,2005,0:00,3150,A:e
USGS,5082500,12,20,2005,0:00,3100,A:e
USGS,5082500,12,21,2005,0:00,3000,A:e
USGS,5082500,12,22,2005,0:00,3100,A:e
USGS,5082500,12,23,2005,0:00,3200,A:e
USGS,5082500,12,24,2005,0:00,3250,A:e
USGS,5082500,12,25,2005,0:00,3300,A:e
USGS,5082500,12,26,2005,0:00,3350,A:e
USGS,5082500,12,27,2005,0:00,3300,A:e
USGS,5082500,12,28,2005,0:00,3250,A:e
USGS,5082500,12,29,2005,0:00,3250,A:e
USGS,5082500,12,30,2005,0:00,3250,A:e
USGS,5082500,12,31,2005,0:00,3250,A:e
USGS,5082500,1,1,2006,0:00,3250,A:e
USGS,5082500,1,2,2006,0:00,3280,A:e
USGS,5082500,1,3,2006,0:00,3300,A:e
USGS,5082500,1,4,2006,0:00,3320,A:e
USGS,5082500,1,5,2006,0:00,3350,A:e
USGS,5082500,1,6,2006,0:00,3380,A:e
USGS,5082500,1,7,2006,0:00,3400,A:e
USGS,5082500,1,8,2006,0:00,3400,A:e
USGS,5082500,1,9,2006,0:00,3400,A:e
USGS,5082500,1,10,2006,0:00,3410,A:e
USGS,5082500,1,11,2006,0:00,3420,A:e
USGS,5082500,1,12,2006,0:00,3400,A:e
USGS,5082500,1,13,2006,0:00,3350,A:e
USGS,5082500,1,14,2006,0:00,3300,A:e
USGS,5082500,1,15,2006,0:00,3350,A:e
USGS,5082500,1,16,2006,0:00,3300,A:e
USGS,5082500,1,17,2006,0:00,3300,A:e
USGS,5082500,1,18,2006,0:00,3280,A:e
USGS,5082500,1,19,2006,0:00,3250,A:e
USGS,5082500,1,20,2006,0:00,3230,A:e
USGS,5082500,1,21,2006,0:00,3200,A:e
USGS,5082500,1,22,2006,0:00,3180,A:e
USGS,5082500,1,23,2006,0:00,3150,A:e
USGS,5082500,1,24,2006,0:00,3150,A:e
USGS,5082500,1,25,2006,0:00,3160,A:e
USGS,5082500,1,26,2006,0:00,3200,A:e
USGS,5082500,1,27,2006,0:00,3180,A:e
USGS,5082500,1,28,2006,0:00,3160,A:e
USGS,5082500,1,29,2006,0:00,3140,A:e
USGS,5082500,1,30,2006,0:00,3120,A:e
USGS,5082500,1,31,2006,0:00,3100,A:e
USGS,5082500,2,1,2006,0:00,3100,A:e
USGS,5082500,2,2,2006,0:00,3000,A:e
USGS,5082500,2,3,2006,0:00,2950,A:e
USGS,5082500,2,4,2006,0:00,2950,A:e
USGS,5082500,2,5,2006,0:00,2900,A:e
USGS,5082500,2,6,2006,0:00,2850,A:e
USGS,5082500,2,7,2006,0:00,2850,A:e
USGS,5082500,2,8,2006,0:00,2850,A:e
USGS,5082500,2,9,2006,0:00,2850,A:e
USGS,5082500,2,10,2006,0:00,2850,A:e
USGS,5082500,2,11,2006,0:00,2860,A:e
USGS,5082500,2,12,2006,0:00,2870,A:e
USGS,5082500,2,13,2006,0:00,2880,A:e
USGS,5082500,2,14,2006,0:00,2900,A:e
USGS,5082500,2,15,2006,0:00,2900,A:e
USGS,5082500,2,16,2006,0:00,2900,A:e
USGS,5082500,2,17,2006,0:00,2900,A:e
USGS,5082500,2,18,2006,0:00,2900,A:e
USGS,5082500,2,19,2006,0:00,2900,A:e
USGS,5082500,2,20,2006,0:00,2900,A:e
USGS,5082500,2,21,2006,0:00,2800,A:e
USGS,5082500,2,22,2006,0:00,2700,A:e
USGS,5082500,2,23,2006,0:00,2620,A:e
USGS,5082500,2,24,2006,0:00,2600,A:e
USGS,5082500,2,25,2006,0:00,2600,A:e
USGS,5082500,2,26,2006,0:00,2600,A:e
USGS,5082500,2,27,2006,0:00,2600,A:e
USGS,5082500,2,28,2006,0:00,2600,A:e
USGS,5082500,3,1,2006,0:00,2550,A:e
USGS,5082500,3,2,2006,0:00,2500,A:e
USGS,5082500,3,3,2006,0:00,2450,A:e
USGS,5082500,3,4,2006,0:00,2400,A:e
USGS,5082500,3,5,2006,0:00,2300,A:e
USGS,5082500,3,6,2006,0:00,2330,A:e
USGS,5082500,3,7,2006,0:00,2340,A:e
USGS,5082500,3,8,2006,0:00,2410,A:e
USGS,5082500,3,9,2006,0:00,2500,A:e
USGS,5082500,3,10,2006,0:00,2800,A:e
USGS,5082500,3,11,2006,0:00,3000,A:e
USGS,5082500,3,12,2006,0:00,3200,A:e
USGS,5082500,3,13,2006,0:00,3300,A:e
USGS,5082500,3,14,2006,0:00,3500,A:e
USGS,5082500,3,15,2006,0:00,3700,A:e
USGS,5082500,3,16,2006,0:00,3800,A:e
USGS,5082500,3,17,2006,0:00,3900,A:e
USGS,5082500,3,18,2006,0:00,4000,A:e
USGS,5082500,3,19,2006,0:00,4100,A:e
USGS,5082500,3,20,2006,0:00,4300,A:e
USGS,5082500,3,21,2006,0:00,4400,A:e
USGS,5082500,3,22,2006,0:00,4500,A:e
USGS,5082500,3,23,2006,0:00,4600,A:e
USGS,5082500,3,24,2006,0:00,4610,A:e
USGS,5082500,3,25,2006,0:00,4620,A:e
USGS,5082500,3,26,2006,0:00,4630,A:e
USGS,5082500,3,27,2006,0:00,4640,A:e
USGS,5082500,3,28,2006,0:00,4700,A:e
USGS,5082500,3,29,2006,0:00,4910,A:e
USGS,5082500,3,30,2006,0:00,6700,A:e
USGS,5082500,3,31,2006,0:00,11700,A:e
USGS,5082500,4,1,2006,0:00,22000,A:e
USGS,5082500,4,2,2006,0:00,41100,A
USGS,5082500,4,3,2006,0:00,58900,A
USGS,5082500,4,4,2006,0:00,67700,A
USGS,5082500,4,5,2006,0:00,71800,A
USGS,5082500,4,6,2006,0:00,71900,A
USGS,5082500,4,7,2006,0:00,69600,A
USGS,5082500,4,8,2006,0:00,66400,A
USGS,5082500,4,9,2006,0:00,63100,A
USGS,5082500,4,10,2006,0:00,60000,A
USGS,5082500,4,11,2006,0:00,56900,A
USGS,5082500,4,12,2006,0:00,53200,A
USGS,5082500,4,13,2006,0:00,49600,A
USGS,5082500,4,14,2006,0:00,45800,A
USGS,5082500,4,15,2006,0:00,40800,A
USGS,5082500,4,16,2006,0:00,36400,A
USGS,5082500,4,17,2006,0:00,32800,A
USGS,5082500,4,18,2006,0:00,29300,A
USGS,5082500,4,19,2006,0:00,26400,A
USGS,5082500,4,20,2006,0:00,23500,A
USGS,5082500,4,21,2006,0:00,20800,A
USGS,5082500,4,22,2006,0:00,18500,A
USGS,5082500,4,23,2006,0:00,16600,A
USGS,5082500,4,24,2006,0:00,15300,A
USGS,5082500,4,25,2006,0:00,14000,A
USGS,5082500,4,26,2006,0:00,12600,A
USGS,5082500,4,27,2006,0:00,11100,A
USGS,5082500,4,28,2006,0:00,9760,A
USGS,5082500,4,29,2006,0:00,8850,A
USGS,5082500,4,30,2006,0:00,8420,A
USGS,5082500,5,1,2006,0:00,8490,A
USGS,5082500,5,2,2006,0:00,9110,A
USGS,5082500,5,3,2006,0:00,9990,A
USGS,5082500,5,4,2006,0:00,11000,A
USGS,5082500,5,5,2006,0:00,12000,A
USGS,5082500,5,6,2006,0:00,12400,A
USGS,5082500,5,7,2006,0:00,12400,A
USGS,5082500,5,8,2006,0:00,12300,A
USGS,5082500,5,9,2006,0:00,11700,A
USGS,5082500,5,10,2006,0:00,11000,A
USGS,5082500,5,11,2006,0:00,10900,A
USGS,5082500,5,12,2006,0:00,12400,A
USGS,5082500,5,13,2006,0:00,13700,A
USGS,5082500,5,14,2006,0:00,14200,A
USGS,5082500,5,15,2006,0:00,14100,A
USGS,5082500,5,16,2006,0:00,13700,A
USGS,5082500,5,17,2006,0:00,13100,A
USGS,5082500,5,18,2006,0:00,12400,A
USGS,5082500,5,19,2006,0:00,11300,A
USGS,5082500,5,20,2006,0:00,10200,A
USGS,5082500,5,21,2006,0:00,9170,A
USGS,5082500,5,22,2006,0:00,8560,A
USGS,5082500,5,23,2006,0:00,8200,A
USGS,5082500,5,24,2006,0:00,7940,A
USGS,5082500,5,25,2006,0:00,7480,A
USGS,5082500,5,26,2006,0:00,7200,A
USGS,5082500,5,27,2006,0:00,7070,A
USGS,5082500,5,28,2006,0:00,7100,A
USGS,5082500,5,29,2006,0:00,7380,A
USGS,5082500,5,30,2006,0:00,7700,A
USGS,5082500,5,31,2006,0:00,7780,A
USGS,5082500,6,1,2006,0:00,7410,A
USGS,5082500,6,2,2006,0:00,6590,A
USGS,5082500,6,3,2006,0:00,5830,A
USGS,5082500,6,4,2006,0:00,5390,A
USGS,5082500,6,5,2006,0:00,5200,A
USGS,5082500,6,6,2006,0:00,5140,A
USGS,5082500,6,7,2006,0:00,5130,A
USGS,5082500,6,8,2006,0:00,5110,A
USGS,5082500,6,9,2006,0:00,5260,A
USGS,5082500,6,10,2006,0:00,5280,A
USGS,5082500,6,11,2006,0:00,5290,A
USGS,5082500,6,12,2006,0:00,5290,A
USGS,5082500,6,13,2006,0:00,5220,A
USGS,5082500,6,14,2006,0:00,4980,A
USGS,5082500,6,15,2006,0:00,4640,A
USGS,5082500,6,16,2006,0:00,4340,A
USGS,5082500,6,17,2006,0:00,4050,A
USGS,5082500,6,18,2006,0:00,3730,A
USGS,5082500,6,19,2006,0:00,3460,A
USGS,5082500,6,20,2006,0:00,3310,A
USGS,5082500,6,21,2006,0:00,3280,A
USGS,5082500,6,22,2006,0:00,3310,A
USGS,5082500,6,23,2006,0:00,3380,A
USGS,5082500,6,24,2006,0:00,3330,A
USGS,5082500,6,25,2006,0:00,3260,A
USGS,5082500,6,26,2006,0:00,3160,A
USGS,5082500,6,27,2006,0:00,3100,A
USGS,5082500,6,28,2006,0:00,2970,A
USGS,5082500,6,29,2006,0:00,2790,A
USGS,5082500,6,30,2006,0:00,2630,A
USGS,5082500,7,1,2006,0:00,2550,A
USGS,5082500,7,2,2006,0:00,2510,A
USGS,5082500,7,3,2006,0:00,2490,A
USGS,5082500,7,4,2006,0:00,2490,A
USGS,5082500,7,5,2006,0:00,2450,A
USGS,5082500,7,6,2006,0:00,2390,A
USGS,5082500,7,7,2006,0:00,2360,A
USGS,5082500,7,8,2006,0:00,2300,A
USGS,5082500,7,9,2006,0:00,2250,A
USGS,5082500,7,10,2006,0:00,2210,A
USGS,5082500,7,11,2006,0:00,2140,A
USGS,5082500,7,12,2006,0:00,2020,A
USGS,5082500,7,13,2006,0:00,1910,A
USGS,5082500,7,14,2006,0:00,1820,A
USGS,5082500,7,15,2006,0:00,1790,A
USGS,5082500,7,16,2006,0:00,1750,A
USGS,5082500,7,17,2006,0:00,1640,A
USGS,5082500,7,18,2006,0:00,1570,A
USGS,5082500,7,19,2006,0:00,1470,A
USGS,5082500,7,20,2006,0:00,1440,A
USGS,5082500,7,21,2006,0:00,1410,A
USGS,5082500,7,22,2006,0:00,1400,A
USGS,5082500,7,23,2006,0:00,1400,A
USGS,5082500,7,24,2006,0:00,1380,A
USGS,5082500,7,25,2006,0:00,1330,A
USGS,5082500,7,26,2006,0:00,1290,A
USGS,5082500,7,27,2006,0:00,1270,A
USGS,5082500,7,28,2006,0:00,1250,A
USGS,5082500,7,29,2006,0:00,1350,A
USGS,5082500,7,30,2006,0:00,1370,A
USGS,5082500,7,31,2006,0:00,1320,A
USGS,5082500,8,1,2006,0:00,1420,A
USGS,5082500,8,2,2006,0:00,1410,A
USGS,5082500,8,3,2006,0:00,1320,A
USGS,5082500,8,4,2006,0:00,1260,A
USGS,5082500,8,5,2006,0:00,1230,A
USGS,5082500,8,6,2006,0:00,1180,A
USGS,5082500,8,7,2006,0:00,1160,A
USGS,5082500,8,8,2006,0:00,1100,A
USGS,5082500,8,9,2006,0:00,1120,A
USGS,5082500,8,10,2006,0:00,1210,A
USGS,5082500,8,11,2006,0:00,1140,A
USGS,5082500,8,12,2006,0:00,1140,A
USGS,5082500,8,13,2006,0:00,1260,A
USGS,5082500,8,14,2006,0:00,1310,A
USGS,5082500,8,15,2006,0:00,1430,A
USGS,5082500,8,16,2006,0:00,1260,A
USGS,5082500,8,17,2006,0:00,1100,A
USGS,5082500,8,18,2006,0:00,1070,A
USGS,5082500,8,19,2006,0:00,1110,A
USGS,5082500,8,20,2006,0:00,1100,A
USGS,5082500,8,21,2006,0:00,1050,A
USGS,5082500,8,22,2006,0:00,1020,A
USGS,5082500,8,23,2006,0:00,979,A
USGS,5082500,8,24,2006,0:00,973,A
USGS,5082500,8,25,2006,0:00,1060,A
USGS,5082500,8,26,2006,0:00,1130,A
USGS,5082500,8,27,2006,0:00,1160,A
USGS,5082500,8,28,2006,0:00,1190,A
USGS,5082500,8,29,2006,0:00,1150,A
USGS,5082500,8,30,2006,0:00,1070,A
USGS,5082500,8,31,2006,0:00,1010,A
USGS,5082500,9,1,2006,0:00,932,A
USGS,5082500,9,2,2006,0:00,951,A
USGS,5082500,9,3,2006,0:00,1010,A
USGS,5082500,9,4,2006,0:00,1070,A
USGS,5082500,9,5,2006,0:00,1290,A
USGS,5082500,9,6,2006,0:00,1370,A
USGS,5082500,9,7,2006,0:00,1290,A
USGS,5082500,9,8,2006,0:00,1370,A
USGS,5082500,9,9,2006,0:00,1560,A
USGS,5082500,9,10,2006,0:00,1610,A
USGS,5082500,9,11,2006,0:00,1510,A
USGS,5082500,9,12,2006,0:00,1420,A
USGS,5082500,9,13,2006,0:00,1280,A
USGS,5082500,9,14,2006,0:00,1160,A
USGS,5082500,9,15,2006,0:00,1080,A
USGS,5082500,9,16,2006,0:00,1080,A
USGS,5082500,9,17,2006,0:00,1110,A
USGS,5082500,9,18,2006,0:00,1050,A
USGS,5082500,9,19,2006,0:00,1070,A
USGS,5082500,9,20,2006,0:00,1000,A
USGS,5082500,9,21,2006,0:00,922,A
USGS,5082500,9,22,2006,0:00,943,A
USGS,5082500,9,23,2006,0:00,1100,A
USGS,5082500,9,24,2006,0:00,1320,A
USGS,5082500,9,25,2006,0:00,1510,A
USGS,5082500,9,26,2006,0:00,1510,A
USGS,5082500,9,27,2006,0:00,1390,A
USGS,5082500,9,28,2006,0:00,1340,A
USGS,5082500,9,29,2006,0:00,1350,A
USGS,5082500,9,30,2006,0:00,1410,A
USGS,5082500,10,1,2006,0:00,1500,A
USGS,5082500,10,2,2006,0:00,1390,A
USGS,5082500,10,3,2006,0:00,1280,A
USGS,5082500,10,4,2006,0:00,1230,A
USGS,5082500,10,5,2006,0:00,1210,A
USGS,5082500,10,6,2006,0:00,1190,A
USGS,5082500,10,7,2006,0:00,1150,A
USGS,5082500,10,8,2006,0:00,1100,A
USGS,5082500,10,9,2006,0:00,1100,A
USGS,5082500,10,10,2006,0:00,1120,A
USGS,5082500,10,11,2006,0:00,1160,A
USGS,5082500,10,12,2006,0:00,1180,A
USGS,5082500,10,13,2006,0:00,1210,A
USGS,5082500,10,14,2006,0:00,1260,A
USGS,5082500,10,15,2006,0:00,1250,A
USGS,5082500,10,16,2006,0:00,1230,A
USGS,5082500,10,17,2006,0:00,1290,A
USGS,5082500,10,18,2006,0:00,1380,A
USGS,5082500,10,19,2006,0:00,1430,A
USGS,5082500,10,20,2006,0:00,1470,A
USGS,5082500,10,21,2006,0:00,1530,A
USGS,5082500,10,22,2006,0:00,1500,A
USGS,5082500,10,23,2006,0:00,1460,A
USGS,5082500,10,24,2006,0:00,1430,A
USGS,5082500,10,25,2006,0:00,1400,A
USGS,5082500,10,26,2006,0:00,1350,A
USGS,5082500,10,27,2006,0:00,1280,A
USGS,5082500,10,28,2006,0:00,1220,A
USGS,5082500,10,29,2006,0:00,1170,A
USGS,5082500,10,30,2006,0:00,1120,A
USGS,5082500,10,31,2006,0:00,1130,A
USGS,5082500,11,1,2006,0:00,1070,A
USGS,5082500,11,2,2006,0:00,1000,A
