agency_cd,site_no,Month,Day,Year,Time,Discharge,Qualification
USGS,5082500,1,1,2000,0:00,2300,A:e
USGS,5082500,1,2,2000,0:00,2250,A:e
USGS,5082500,1,3,2000,0:00,2250,A:e
USGS,5082500,1,4,2000,0:00,2250,A:e
USGS,5082500,1,5,2000,0:00,2250,A:e
USGS,5082500,1,6,2000,0:00,2200,A:e
USGS,5082500,1,7,2000,0:00,2200,A:e
USGS,5082500,1,8,2000,0:00,2200,A:e
USGS,5082500,1,9,2000,0:00,2200,A:e
USGS,5082500,1,10,2000,0:00,2200,A:e
USGS,5082500,1,11,2000,0:00,2150,A:e
USGS,5082500,1,12,2000,0:00,2100,A:e
USGS,5082500,1,13,2000,0:00,2100,A:e
USGS,5082500,1,14,2000,0:00,2050,A:e
USGS,5082500,1,15,2000,0:00,2050,A:e
USGS,5082500,1,16,2000,0:00,2000,A:e
USGS,5082500,1,17,2000,0:00,2000,A:e
USGS,5082500,1,18,2000,0:00,2000,A:e
USGS,5082500,1,19,2000,0:00,2000,A:e
USGS,5082500,1,20,2000,0:00,1950,A:e
USGS,5082500,1,21,2000,0:00,1950,A:e
USGS,5082500,1,22,2000,0:00,1900,A:e
USGS,5082500,1,23,2000,0:00,1900,A:e
USGS,5082500,1,24,2000,0:00,1850,A:e
USGS,5082500,1,25,2000,0:00,1850,A:e
USGS,5082500,1,26,2000,0:00,1800,A:e
USGS,5082500,1,27,2000,0:00,1800,A:e
USGS,5082500,1,28,2000,0:00,1750,A:e
USGS,5082500,1,29,2000,0:00,1750,A:e
USGS,5082500,1,30,2000,0:00,1700,A:e
USGS,5082500,1,31,2000,0:00,1700,A:e
USGS,5082500,2,1,2000,0:00,1700,A:e
USGS,5082500,2,2,2000,0:00,1700,A:e
USGS,5082500,2,3,2000,0:00,1700,A:e
USGS,5082500,2,4,2000,0:00,1700,A:e
USGS,5082500,2,5,2000,0:00,1700,A:e
USGS,5082500,2,6,2000,0:00,1700,A:e
USGS,5082500,2,7,2000,0:00,1700,A:e
USGS,5082500,2,8,2000,0:00,1700,A:e
USGS,5082500,2,9,2000,0:00,1700,A:e
USGS,5082500,2,10,2000,0:00,1700,A:e
USGS,5082500,2,11,2000,0:00,1700,A:e
USGS,5082500,2,12,2000,0:00,1700,A:e
USGS,5082500,2,13,2000,0:00,1700,A:e
USGS,5082500,2,14,2000,0:00,1700,A:e
USGS,5082500,2,15,2000,0:00,1700,A:e
USGS,5082500,2,16,2000,0:00,1680,A:e
USGS,5082500,2,17,2000,0:00,1680,A:e
USGS,5082500,2,18,2000,0:00,1680,A:e
USGS,5082500,2,19,2000,0:00,1680,A:e
USGS,5082500,2,20,2000,0:00,1680,A:e
USGS,5082500,2,21,2000,0:00,1680,A:e
USGS,5082500,2,22,2000,0:00,1750,A:e
USGS,5082500,2,23,2000,0:00,1850,A:e
USGS,5082500,2,24,2000,0:00,1900,A:e
USGS,5082500,2,25,2000,0:00,2000,A:e
USGS,5082500,2,26,2000,0:00,2250,A:e
USGS,5082500,2,27,2000,0:00,2500,A:e
USGS,5082500,2,28,2000,0:00,3000,A:e
USGS,5082500,2,29,2000,0:00,3250,A:e
USGS,5082500,3,1,2000,0:00,3500,A:e
USGS,5082500,3,2,2000,0:00,4500,A:e
USGS,5082500,3,3,2000,0:00,6000,A:e
USGS,5082500,3,4,2000,0:00,7200,A:e
USGS,5082500,3,5,2000,0:00,8200,A:e
USGS,5082500,3,6,2000,0:00,8900,A:e
USGS,5082500,3,7,2000,0:00,9200,A:e
USGS,5082500,3,8,2000,0:00,9800,A:e
USGS,5082500,3,9,2000,0:00,10200,A:e
USGS,5082500,3,10,2000,0:00,10500,A:e
USGS,5082500,3,11,2000,0:00,10500,A:e
USGS,5082500,3,12,2000,0:00,10200,A:e
USGS,5082500,3,13,2000,0:00,10000,A:e
USGS,5082500,3,14,2000,0:00,9500,A:e
USGS,5082500,3,15,2000,0:00,9000,A:e
USGS,5082500,3,16,2000,0:00,8200,A:e
USGS,5082500,3,17,2000,0:00,7200,A:e
USGS,5082500,3,18,2000,0:00,6540,A
USGS,5082500,3,19,2000,0:00,6070,A
USGS,5082500,3,20,2000,0:00,5680,A
USGS,5082500,3,21,2000,0:00,5370,A
USGS,5082500,3,22,2000,0:00,5480,A
USGS,5082500,3,23,2000,0:00,6110,A
USGS,5082500,3,24,2000,0:00,6510,A
USGS,5082500,3,25,2000,0:00,7150,A
USGS,5082500,3,26,2000,0:00,8870,A
USGS,5082500,3,27,2000,0:00,10600,A
USGS,5082500,3,28,2000,0:00,11200,A
USGS,5082500,3,29,2000,0:00,10000,A
USGS,5082500,3,30,2000,0:00,8570,A
USGS,5082500,3,31,2000,0:00,7420,A
USGS,5082500,4,1,2000,0:00,6730,A
USGS,5082500,4,2,2000,0:00,6210,A
USGS,5082500,4,3,2000,0:00,5860,A
USGS,5082500,4,4,2000,0:00,5660,A
USGS,5082500,4,5,2000,0:00,5710,A
USGS,5082500,4,6,2000,0:00,5750,A
USGS,5082500,4,7,2000,0:00,5720,A
USGS,5082500,4,8,2000,0:00,5720,A
USGS,5082500,4,9,2000,0:00,5740,A
USGS,5082500,4,10,2000,0:00,5610,A
USGS,5082500,4,11,2000,0:00,5450,A
USGS,5082500,4,12,2000,0:00,5260,A
USGS,5082500,4,13,2000,0:00,5140,A
USGS,5082500,4,14,2000,0:00,5090,A
USGS,5082500,4,15,2000,0:00,5060,A
USGS,5082500,4,16,2000,0:00,5030,A
USGS,5082500,4,17,2000,0:00,5020,A
USGS,5082500,4,18,2000,0:00,5090,A
USGS,5082500,4,19,2000,0:00,5170,A
USGS,5082500,4,20,2000,0:00,5130,A
USGS,5082500,4,21,2000,0:00,5060,A
USGS,5082500,4,22,2000,0:00,5010,A
USGS,5082500,4,23,2000,0:00,5030,A
USGS,5082500,4,24,2000,0:00,5140,A
USGS,5082500,4,25,2000,0:00,5320,A
USGS,5082500,4,26,2000,0:00,5420,A
USGS,5082500,4,27,2000,0:00,5440,A
USGS,5082500,4,28,2000,0:00,5350,A
USGS,5082500,4,29,2000,0:00,5240,A
USGS,5082500,4,30,2000,0:00,5110,A
USGS,5082500,5,1,2000,0:00,5000,A
USGS,5082500,5,2,2000,0:00,4900,A
USGS,5082500,5,3,2000,0:00,4780,A
USGS,5082500,5,4,2000,0:00,4700,A
USGS,5082500,5,5,2000,0:00,4650,A
USGS,5082500,5,6,2000,0:00,4550,A
USGS,5082500,5,7,2000,0:00,4470,A
USGS,5082500,5,8,2000,0:00,4380,A
USGS,5082500,5,9,2000,0:00,4160,A
USGS,5082500,5,10,2000,0:00,4100,A
USGS,5082500,5,11,2000,0:00,4100,A
USGS,5082500,5,12,2000,0:00,4160,A
USGS,5082500,5,13,2000,0:00,4160,A
USGS,5082500,5,14,2000,0:00,4170,A
USGS,5082500,5,15,2000,0:00,4230,A
USGS,5082500,5,16,2000,0:00,4220,A
USGS,5082500,5,17,2000,0:00,4210,A
USGS,5082500,5,18,2000,0:00,4250,A
USGS,5082500,5,19,2000,0:00,4180,A
USGS,5082500,5,20,2000,0:00,4100,A
USGS,5082500,5,21,2000,0:00,4020,A
USGS,5082500,5,22,2000,0:00,3890,A
USGS,5082500,5,23,2000,0:00,3750,A
USGS,5082500,5,24,2000,0:00,3660,A
USGS,5082500,5,25,2000,0:00,3610,A
USGS,5082500,5,26,2000,0:00,3540,A
USGS,5082500,5,27,2000,0:00,3460,A
USGS,5082500,5,28,2000,0:00,3460,A
USGS,5082500,5,29,2000,0:00,3400,A
USGS,5082500,5,30,2000,0:00,3360,A
USGS,5082500,5,31,2000,0:00,3300,A
USGS,5082500,6,1,2000,0:00,3260,A
USGS,5082500,6,2,2000,0:00,3270,A
USGS,5082500,6,3,2000,0:00,3210,A
USGS,5082500,6,4,2000,0:00,3160,A
USGS,5082500,6,5,2000,0:00,3090,A
USGS,5082500,6,6,2000,0:00,3110,A
USGS,5082500,6,7,2000,0:00,3170,A
USGS,5082500,6,8,2000,0:00,3190,A
USGS,5082500,6,9,2000,0:00,3240,A
USGS,5082500,6,10,2000,0:00,3250,A
USGS,5082500,6,11,2000,0:00,3190,A
USGS,5082500,6,12,2000,0:00,3090,A
USGS,5082500,6,13,2000,0:00,3070,A
USGS,5082500,6,14,2000,0:00,3100,A
USGS,5082500,6,15,2000,0:00,2990,A
USGS,5082500,6,16,2000,0:00,3320,A
USGS,5082500,6,17,2000,0:00,3820,A
USGS,5082500,6,18,2000,0:00,4560,A
USGS,5082500,6,19,2000,0:00,5980,A
USGS,5082500,6,20,2000,0:00,7940,A
USGS,5082500,6,21,2000,0:00,13200,A
USGS,5082500,6,22,2000,0:00,20400,A
USGS,5082500,6,23,2000,0:00,25100,A
USGS,5082500,6,24,2000,0:00,28400,A
USGS,5082500,6,25,2000,0:00,30600,A
USGS,5082500,6,26,2000,0:00,31400,A
USGS,5082500,6,27,2000,0:00,31300,A
USGS,5082500,6,28,2000,0:00,30800,A
USGS,5082500,6,29,2000,0:00,29900,A
USGS,5082500,6,30,2000,0:00,28800,A
USGS,5082500,7,1,2000,0:00,27400,A
USGS,5082500,7,2,2000,0:00,25700,A
USGS,5082500,7,3,2000,0:00,23600,A
USGS,5082500,7,4,2000,0:00,20900,A
USGS,5082500,7,5,2000,0:00,17500,A
USGS,5082500,7,6,2000,0:00,13200,A
USGS,5082500,7,7,2000,0:00,9740,A
USGS,5082500,7,8,2000,0:00,9670,A
USGS,5082500,7,9,2000,0:00,12600,A
USGS,5082500,7,10,2000,0:00,14800,A
USGS,5082500,7,11,2000,0:00,15400,A
USGS,5082500,7,12,2000,0:00,14800,A
USGS,5082500,7,13,2000,0:00,13300,A
USGS,5082500,7,14,2000,0:00,11400,A
USGS,5082500,7,15,2000,0:00,9670,A
USGS,5082500,7,16,2000,0:00,7900,A
USGS,5082500,7,17,2000,0:00,7010,A
USGS,5082500,7,18,2000,0:00,6600,A
USGS,5082500,7,19,2000,0:00,6180,A
USGS,5082500,7,20,2000,0:00,5820,A
USGS,5082500,7,21,2000,0:00,5470,A
USGS,5082500,7,22,2000,0:00,5160,A
USGS,5082500,7,23,2000,0:00,4990,A
USGS,5082500,7,24,2000,0:00,4860,A
USGS,5082500,7,25,2000,0:00,4720,A
USGS,5082500,7,26,2000,0:00,4520,A
USGS,5082500,7,27,2000,0:00,4410,A
USGS,5082500,7,28,2000,0:00,4310,A
USGS,5082500,7,29,2000,0:00,4210,A
USGS,5082500,7,30,2000,0:00,4140,A
USGS,5082500,7,31,2000,0:00,4180,A
USGS,5082500,8,1,2000,0:00,4580,A
USGS,5082500,8,2,2000,0:00,5180,A
USGS,5082500,8,3,2000,0:00,4570,A
USGS,5082500,8,4,2000,0:00,3780,A
USGS,5082500,8,5,2000,0:00,3530,A
USGS,5082500,8,6,2000,0:00,3290,A
USGS,5082500,8,7,2000,0:00,3120,A
USGS,5082500,8,8,2000,0:00,3210,A
USGS,5082500,8,9,2000,0:00,2970,A
USGS,5082500,8,10,2000,0:00,2880,A
USGS,5082500,8,11,2000,0:00,2700,A:e
USGS,5082500,8,12,2000,0:00,2600,A:e
USGS,5082500,8,13,2000,0:00,2500,A:e
USGS,5082500,8,14,2000,0:00,2450,A:e
USGS,5082500,8,15,2000,0:00,2450,A:e
USGS,5082500,8,16,2000,0:00,2500,A:e
USGS,5082500,8,17,2000,0:00,2650,A:e
USGS,5082500,8,18,2000,0:00,2750,A:e
USGS,5082500,8,19,2000,0:00,2750,A:e
USGS,5082500,8,20,2000,0:00,2700,A:e
USGS,5082500,8,21,2000,0:00,2660,A
USGS,5082500,8,22,2000,0:00,2500,A
USGS,5082500,8,23,2000,0:00,2420,A
USGS,5082500,8,24,2000,0:00,2420,A
USGS,5082500,8,25,2000,0:00,2390,A
USGS,5082500,8,26,2000,0:00,2370,A
USGS,5082500,8,27,2000,0:00,2230,A
USGS,5082500,8,28,2000,0:00,2180,A
USGS,5082500,8,29,2000,0:00,2150,A:e
USGS,5082500,8,30,2000,0:00,2150,A:e
USGS,5082500,8,31,2000,0:00,2100,A:e
USGS,5082500,9,1,2000,0:00,2100,A:e
USGS,5082500,9,2,2000,0:00,2300,A:e
USGS,5082500,9,3,2000,0:00,2500,A:e
USGS,5082500,9,4,2000,0:00,3000,A:e
USGS,5082500,9,5,2000,0:00,4300,A:e
USGS,5082500,9,6,2000,0:00,5000,A:e
USGS,5082500,9,7,2000,0:00,5000,A:e
USGS,5082500,9,8,2000,0:00,4700,A:e
USGS,5082500,9,9,2000,0:00,4000,A:e
USGS,5082500,9,10,2000,0:00,3400,A:e
USGS,5082500,9,11,2000,0:00,3000,A:e
USGS,5082500,9,12,2000,0:00,2700,A:e
USGS,5082500,9,13,2000,0:00,2500,A:e
USGS,5082500,9,14,2000,0:00,2300,A:e
USGS,5082500,9,15,2000,0:00,2200,A:e
USGS,5082500,9,16,2000,0:00,2100,A:e
USGS,5082500,9,17,2000,0:00,2100,A:e
USGS,5082500,9,18,2000,0:00,2100,A:e
USGS,5082500,9,19,2000,0:00,2100,A:e
USGS,5082500,9,20,2000,0:00,2100,A:e
USGS,5082500,9,21,2000,0:00,2100,A:e
USGS,5082500,9,22,2000,0:00,2100,A:e
USGS,5082500,9,23,2000,0:00,2100,A:e
USGS,5082500,9,24,2000,0:00,2100,A:e
USGS,5082500,9,25,2000,0:00,2150,A:e
USGS,5082500,9,26,2000,0:00,2350,A:e
USGS,5082500,9,27,2000,0:00,2600,A:e
USGS,5082500,9,28,2000,0:00,2950,A:e
USGS,5082500,9,29,2000,0:00,3000,A:e
USGS,5082500,9,30,2000,0:00,2900,A:e
USGS,5082500,10,1,2000,0:00,2850,A:e
USGS,5082500,10,2,2000,0:00,2700,A:e
USGS,5082500,10,3,2000,0:00,2400,A:e
USGS,5082500,10,4,2000,0:00,2420,A:e
USGS,5082500,10,5,2000,0:00,2500,A:e
USGS,5082500,10,6,2000,0:00,2500,A:e
USGS,5082500,10,7,2000,0:00,2380,A:e
USGS,5082500,10,8,2000,0:00,2200,A:e
USGS,5082500,10,9,2000,0:00,2100,A:e
USGS,5082500,10,10,2000,0:00,2100,A:e
USGS,5082500,10,11,2000,0:00,2050,A:e
USGS,5082500,10,12,2000,0:00,2000,A:e
USGS,5082500,10,13,2000,0:00,1930,A:e
USGS,5082500,10,14,2000,0:00,1930,A:e
USGS,5082500,10,15,2000,0:00,1930,A:e
USGS,5082500,10,16,2000,0:00,1950,A:e
USGS,5082500,10,17,2000,0:00,2000,A:e
USGS,5082500,10,18,2000,0:00,2600,A:e
USGS,5082500,10,19,2000,0:00,3300,A:e
USGS,5082500,10,20,2000,0:00,3400,A:e
USGS,5082500,10,21,2000,0:00,3400,A:e
USGS,5082500,10,22,2000,0:00,3300,A:e
USGS,5082500,10,23,2000,0:00,3100,A:e
USGS,5082500,10,24,2000,0:00,2900,A:e
USGS,5082500,10,25,2000,0:00,2800,A:e
USGS,5082500,10,26,2000,0:00,2800,A:e
USGS,5082500,10,27,2000,0:00,2900,A:e
USGS,5082500,10,28,2000,0:00,3050,A:e
USGS,5082500,10,29,2000,0:00,3250,A:e
USGS,5082500,10,30,2000,0:00,3480,A:e
USGS,5082500,10,31,2000,0:00,3800,A:e
USGS,5082500,11,1,2000,0:00,4300,A:e
USGS,5082500,11,2,2000,0:00,5000,A:e
USGS,5082500,11,3,2000,0:00,6750,A:e
USGS,5082500,11,4,2000,0:00,8250,A:e
USGS,5082500,11,5,2000,0:00,9500,A:e
USGS,5082500,11,6,2000,0:00,9800,A:e
USGS,5082500,11,7,2000,0:00,11300,A
USGS,5082500,11,8,2000,0:00,14000,A
USGS,5082500,11,9,2000,0:00,17400,A
USGS,5082500,11,10,2000,0:00,19400,A
USGS,5082500,11,11,2000,0:00,20500,A
USGS,5082500,11,12,2000,0:00,20100,A
USGS,5082500,11,13,2000,0:00,17600,A
USGS,5082500,11,14,2000,0:00,15400,A
USGS,5082500,11,15,2000,0:00,13300,A
USGS,5082500,11,16,2000,0:00,11400,A
USGS,5082500,11,17,2000,0:00,10400,A
USGS,5082500,11,18,2000,0:00,9550,A
USGS,5082500,11,19,2000,0:00,8660,A
USGS,5082500,11,20,2000,0:00,7680,A
USGS,5082500,11,21,2000,0:00,7020,A
USGS,5082500,11,22,2000,0:00,6320,A
USGS,5082500,11,23,2000,0:00,6100,A
USGS,5082500,11,24,2000,0:00,5950,A:e
USGS,5082500,11,25,2000,0:00,5800,A:e
USGS,5082500,11,26,2000,0:00,5700,A:e
USGS,5082500,11,27,2000,0:00,5600,A:e
USGS,5082500,11,28,2000,0:00,5500,A:e
USGS,5082500,11,29,2000,0:00,5500,A:e
USGS,5082500,11,30,2000,0:00,5350,A:e
USGS,5082500,12,1,2000,0:00,5250,A:e
USGS,5082500,12,2,2000,0:00,5200,A:e
USGS,5082500,12,3,2000,0:00,5100,A:e
USGS,5082500,12,4,2000,0:00,5000,A:e
USGS,5082500,12,5,2000,0:00,4900,A:e
USGS,5082500,12,6,2000,0:00,4800,A:e
USGS,5082500,12,7,2000,0:00,4600,A:e
USGS,5082500,12,8,2000,0:00,4400,A:e
USGS,5082500,12,9,2000,0:00,4500,A:e
USGS,5082500,12,10,2000,0:00,4400,A:e
USGS,5082500,12,11,2000,0:00,4250,A:e
USGS,5082500,12,12,2000,0:00,4100,A:e
USGS,5082500,12,13,2000,0:00,4000,A:e
USGS,5082500,12,14,2000,0:00,3900,A:e
USGS,5082500,12,15,2000,0:00,3800,A:e
USGS,5082500,12,16,2000,0:00,3700,A:e
USGS,5082500,12,17,2000,0:00,3600,A:e
USGS,5082500,12,18,2000,0:00,3500,A:e
USGS,5082500,12,19,2000,0:00,3400,A:e
USGS,5082500,12,20,2000,0:00,3350,A:e
USGS,5082500,12,21,2000,0:00,3300,A:e
USGS,5082500,12,22,2000,0:00,3200,A:e
USGS,5082500,12,23,2000,0:00,3150,A:e
USGS,5082500,12,24,2000,0:00,3100,A:e
USGS,5082500,12,25,2000,0:00,3000,A:e
USGS,5082500,12,26,2000,0:00,3000,A:e
USGS,5082500,12,27,2000,0:00,2950,A:e
USGS,5082500,12,28,2000,0:00,2900,A:e
USGS,5082500,12,29,2000,0:00,2850,A:e
USGS,5082500,12,30,2000,0:00,2800,A:e
USGS,5082500,12,31,2000,0:00,2800,A:e
USGS,5082500,1,1,2001,0:00,2800,A:e
USGS,5082500,1,2,2001,0:00,2800,A:e
USGS,5082500,1,3,2001,0:00,2750,A:e
USGS,5082500,1,4,2001,0:00,2700,A:e
USGS,5082500,1,5,2001,0:00,2700,A:e
USGS,5082500,1,6,2001,0:00,2700,A:e
USGS,5082500,1,7,2001,0:00,2700,A:e
USGS,5082500,1,8,2001,0:00,2700,A:e
USGS,5082500,1,9,2001,0:00,2700,A:e
USGS,5082500,1,10,2001,0:00,2700,A:e
USGS,5082500,1,11,2001,0:00,2700,A:e
USGS,5082500,1,12,2001,0:00,2700,A:e
USGS,5082500,1,13,2001,0:00,2700,A:e
USGS,5082500,1,14,2001,0:00,2700,A:e
USGS,5082500,1,15,2001,0:00,2650,A:e
USGS,5082500,1,16,2001,0:00,2650,A:e
USGS,5082500,1,17,2001,0:00,2600,A:e
USGS,5082500,1,18,2001,0:00,2600,A:e
USGS,5082500,1,19,2001,0:00,2600,A:e
USGS,5082500,1,20,2001,0:00,2600,A:e
USGS,5082500,1,21,2001,0:00,2600,A:e
USGS,5082500,1,22,2001,0:00,2600,A:e
USGS,5082500,1,23,2001,0:00,2600,A:e
USGS,5082500,1,24,2001,0:00,2600,A:e
USGS,5082500,1,25,2001,0:00,2600,A:e
USGS,5082500,1,26,2001,0:00,2600,A:e
USGS,5082500,1,27,2001,0:00,2600,A:e
USGS,5082500,1,28,2001,0:00,2600,A:e
USGS,5082500,1,29,2001,0:00,2600,A:e
USGS,5082500,1,30,2001,0:00,2600,A:e
USGS,5082500,1,31,2001,0:00,2600,A:e
USGS,5082500,2,1,2001,0:00,2600,A:e
USGS,5082500,2,2,2001,0:00,2550,A:e
USGS,5082500,2,3,2001,0:00,2550,A:e
USGS,5082500,2,4,2001,0:00,2500,A:e
USGS,5082500,2,5,2001,0:00,2500,A:e
USGS,5082500,2,6,2001,0:00,2500,A:e
USGS,5082500,2,7,2001,0:00,2500,A:e
USGS,5082500,2,8,2001,0:00,2500,A:e
USGS,5082500,2,9,2001,0:00,2500,A:e
USGS,5082500,2,10,2001,0:00,2500,A:e
USGS,5082500,2,11,2001,0:00,2500,A:e
USGS,5082500,2,12,2001,0:00,2500,A:e
USGS,5082500,2,13,2001,0:00,2500,A:e
USGS,5082500,2,14,2001,0:00,2500,A:e
USGS,5082500,2,15,2001,0:00,2500,A:e
USGS,5082500,2,16,2001,0:00,2500,A:e
USGS,5082500,2,17,2001,0:00,2500,A:e
USGS,5082500,2,18,2001,0:00,2500,A:e
USGS,5082500,2,19,2001,0:00,2500,A:e
USGS,5082500,2,20,2001,0:00,2500,A:e
USGS,5082500,2,21,2001,0:00,2500,A:e
USGS,5082500,2,22,2001,0:00,2500,A:e
USGS,5082500,2,23,2001,0:00,2500,A:e
USGS,5082500,2,24,2001,0:00,2500,A:e
USGS,5082500,2,25,2001,0:00,2500,A:e
USGS,5082500,2,26,2001,0:00,2500,A:e
USGS,5082500,2,27,2001,0:00,2450,A:e
USGS,5082500,2,28,2001,0:00,2450,A:e
USGS,5082500,3,1,2001,0:00,2450,A:e
USGS,5082500,3,2,2001,0:00,2450,A:e
USGS,5082500,3,3,2001,0:00,2450,A:e
USGS,5082500,3,4,2001,0:00,2450,A:e
USGS,5082500,3,5,2001,0:00,2450,A:e
USGS,5082500,3,6,2001,0:00,2450,A:e
USGS,5082500,3,7,2001,0:00,2450,A:e
USGS,5082500,3,8,2001,0:00,2450,A:e
USGS,5082500,3,9,2001,0:00,2450,A:e
USGS,5082500,3,10,2001,0:00,2450,A:e
USGS,5082500,3,11,2001,0:00,2450,A:e
USGS,5082500,3,12,2001,0:00,2450,A:e
USGS,5082500,3,13,2001,0:00,2450,A:e
USGS,5082500,3,14,2001,0:00,2450,A:e
USGS,5082500,3,15,2001,0:00,2500,A:e
USGS,5082500,3,16,2001,0:00,2500,A:e
USGS,5082500,3,17,2001,0:00,2600,A:e
USGS,5082500,3,18,2001,0:00,2730,A:e
USGS,5082500,3,19,2001,0:00,2950,A:e
USGS,5082500,3,20,2001,0:00,3100,A:e
USGS,5082500,3,21,2001,0:00,3300,A:e
USGS,5082500,3,22,2001,0:00,3520,A:e
USGS,5082500,3,23,2001,0:00,3700,A:e
USGS,5082500,3,24,2001,0:00,3900,A:e
USGS,5082500,3,25,2001,0:00,4200,A:e
USGS,5082500,3,26,2001,0:00,4400,A:e
USGS,5082500,3,27,2001,0:00,4700,A:e
USGS,5082500,3,28,2001,0:00,5000,A:e
USGS,5082500,3,29,2001,0:00,5500,A:e
USGS,5082500,3,30,2001,0:00,6000,A:e
USGS,5082500,3,31,2001,0:00,6750,A:e
USGS,5082500,4,1,2001,0:00,7250,A:e
USGS,5082500,4,2,2001,0:00,8500,A:e
USGS,5082500,4,3,2001,0:00,9500,A:e
USGS,5082500,4,4,2001,0:00,11500,A:e
USGS,5082500,4,5,2001,0:00,14000,A:e
USGS,5082500,4,6,2001,0:00,17600,A
USGS,5082500,4,7,2001,0:00,21700,A
USGS,5082500,4,8,2001,0:00,29500,A
USGS,5082500,4,9,2001,0:00,40600,A
USGS,5082500,4,10,2001,0:00,51100,A
USGS,5082500,4,11,2001,0:00,55300,A
USGS,5082500,4,12,2001,0:00,56800,A
USGS,5082500,4,13,2001,0:00,57200,A
USGS,5082500,4,14,2001,0:00,57300,A
USGS,5082500,4,15,2001,0:00,56200,A
USGS,5082500,4,16,2001,0:00,54800,A
USGS,5082500,4,17,2001,0:00,53000,A
USGS,5082500,4,18,2001,0:00,51300,A
USGS,5082500,4,19,2001,0:00,50200,A
USGS,5082500,4,20,2001,0:00,47900,A
USGS,5082500,4,21,2001,0:00,46000,A
USGS,5082500,4,22,2001,0:00,44200,A
USGS,5082500,4,23,2001,0:00,42700,A
USGS,5082500,4,24,2001,0:00,41300,A
USGS,5082500,4,25,2001,0:00,38700,A
USGS,5082500,4,26,2001,0:00,36200,A
USGS,5082500,4,27,2001,0:00,34200,A
USGS,5082500,4,28,2001,0:00,32500,A
USGS,5082500,4,29,2001,0:00,30600,A
USGS,5082500,4,30,2001,0:00,28500,A
USGS,5082500,5,1,2001,0:00,27000,A
USGS,5082500,5,2,2001,0:00,25200,A
USGS,5082500,5,3,2001,0:00,23500,A
USGS,5082500,5,4,2001,0:00,21900,A
USGS,5082500,5,5,2001,0:00,20200,A
USGS,5082500,5,6,2001,0:00,19100,A
USGS,5082500,5,7,2001,0:00,18700,A
USGS,5082500,5,8,2001,0:00,19100,A
USGS,5082500,5,9,2001,0:00,19300,A
USGS,5082500,5,10,2001,0:00,18900,A
USGS,5082500,5,11,2001,0:00,18200,A
USGS,5082500,5,12,2001,0:00,17200,A
USGS,5082500,5,13,2001,0:00,15700,A
USGS,5082500,5,14,2001,0:00,14400,A
USGS,5082500,5,15,2001,0:00,13200,A
USGS,5082500,5,16,2001,0:00,12100,A
USGS,5082500,5,17,2001,0:00,11200,A
USGS,5082500,5,18,2001,0:00,10600,A
USGS,5082500,5,19,2001,0:00,10100,A
USGS,5082500,5,20,2001,0:00,9650,A
USGS,5082500,5,21,2001,0:00,9270,A
USGS,5082500,5,22,2001,0:00,8900,A
USGS,5082500,5,23,2001,0:00,8720,A
USGS,5082500,5,24,2001,0:00,8780,A
USGS,5082500,5,25,2001,0:00,9290,A
USGS,5082500,5,26,2001,0:00,10200,A
USGS,5082500,5,27,2001,0:00,10700,A
USGS,5082500,5,28,2001,0:00,10900,A
USGS,5082500,5,29,2001,0:00,10900,A
USGS,5082500,5,30,2001,0:00,11300,A
USGS,5082500,5,31,2001,0:00,11100,A
USGS,5082500,6,1,2001,0:00,10800,A
USGS,5082500,6,2,2001,0:00,10700,A
USGS,5082500,6,3,2001,0:00,10600,A
USGS,5082500,6,4,2001,0:00,10700,A
USGS,5082500,6,5,2001,0:00,10500,A
USGS,5082500,6,6,2001,0:00,10000,A
USGS,5082500,6,7,2001,0:00,9350,A
USGS,5082500,6,8,2001,0:00,8920,A
USGS,5082500,6,9,2001,0:00,8560,A
USGS,5082500,6,10,2001,0:00,8370,A
USGS,5082500,6,11,2001,0:00,7940,A
USGS,5082500,6,12,2001,0:00,7690,A
USGS,5082500,6,13,2001,0:00,7790,A
USGS,5082500,6,14,2001,0:00,8360,A
USGS,5082500,6,15,2001,0:00,8980,A
USGS,5082500,6,16,2001,0:00,9330,A
USGS,5082500,6,17,2001,0:00,10000,A
USGS,5082500,6,18,2001,0:00,10300,A
USGS,5082500,6,19,2001,0:00,10300,A
USGS,5082500,6,20,2001,0:00,9900,A
USGS,5082500,6,21,2001,0:00,9630,A
USGS,5082500,6,22,2001,0:00,9530,A
USGS,5082500,6,23,2001,0:00,9550,A
USGS,5082500,6,24,2001,0:00,9420,A
USGS,5082500,6,25,2001,0:00,9210,A
USGS,5082500,6,26,2001,0:00,8940,A
USGS,5082500,6,27,2001,0:00,8490,A
USGS,5082500,6,28,2001,0:00,8130,A
USGS,5082500,6,29,2001,0:00,7750,A
USGS,5082500,6,30,2001,0:00,7300,A
USGS,5082500,7,1,2001,0:00,6920,A
USGS,5082500,7,2,2001,0:00,6580,A
USGS,5082500,7,3,2001,0:00,6500,A
USGS,5082500,7,4,2001,0:00,6360,A
USGS,5082500,7,5,2001,0:00,5990,A
USGS,5082500,7,6,2001,0:00,5910,A
USGS,5082500,7,7,2001,0:00,5950,A
USGS,5082500,7,8,2001,0:00,5970,A
USGS,5082500,7,9,2001,0:00,5870,A
USGS,5082500,7,10,2001,0:00,5720,A
