Year,Month,Day,Average of 5 cm,Average of 10 cm,Average of 20 cm,Average of 30 cm,Average of 40 cm,Average of 50 cm,Average of 60 cm,Average of 80 cm,Average of 100 cm,Average of 125 cm,Average of 150 cm,Average of 175 cm,Average of 200 cm,Average of 225 cm
2015,12,19,-1.393083333,-0.6545,0.1215,0.596958333,1.010875,1.383458333,1.772583333,2.555875,3.41775,4.477041667,5.4195,6.239875,7.033958333,7.599708333
2015,12,20,-1.273625,-0.701041667,0.07,0.560708333,0.98175,1.365708333,1.769208333,2.558375,3.4155,4.460666667,5.395375,6.220375,6.959291667,7.52625
2015,12,21,-1.225791667,-0.736916667,0.011541667,0.506125,0.929833333,1.317875,1.726458333,2.523333333,3.372541667,4.4075,5.328208333,6.146416667,6.88825,7.458666667
2015,12,22,-0.933333333,-0.607833333,0.002583333,0.479708333,0.898208333,1.282791667,1.693666667,2.487333333,3.335,4.356666667,5.267875,6.073375,6.830916667,7.403416667
2015,12,23,-0.546416667,-0.364875,0.05025,0.486541667,0.887958333,1.267458333,1.669041667,2.46425,3.30925,4.335166667,5.241791667,6.051958333,6.761166667,7.328166667
2015,12,24,-1.224708333,-0.688458333,-0.010666667,0.457666667,0.856958333,1.219958333,1.610833333,2.39025,3.216791667,4.219,5.107791667,5.884291667,6.694583333,7.2525
2015,12,25,-1.217458333,-0.7695,-0.053833333,0.422291667,0.824083333,1.19525,1.590666667,2.368958333,3.19625,4.203791667,5.096166667,5.887125,6.631583333,7.196416667
2015,12,26,-1.980416667,-1.152,-0.139166667,0.375958333,0.789708333,1.152833333,1.545791667,2.322958333,3.141083333,4.142166667,5.028625,5.812083333,6.551625,7.118333333
2015,12,27,-2.635625,-1.652666667,-0.2765,0.307833333,0.734875,1.090625,1.47825,2.249375,3.049666667,4.029583333,4.905541667,5.655583333,6.483083333,7.043333333
2015,12,28,-2.836333333,-1.889833333,-0.463208333,0.225416667,0.670875,1.039875,1.437875,2.2075,3.010583333,3.98325,4.856333333,5.607041667,6.419166667,6.989125
2015,12,29,-2.256583333,-1.616791667,-0.534458333,0.165416667,0.609208333,0.983291667,1.393,2.171916667,2.987166667,3.966458333,4.846375,5.608291667,6.358,6.937333333
2015,12,30,-2.036166667,-1.460916667,-0.54875,0.127708333,0.562083333,0.933916667,1.345041667,2.127333333,2.948,3.928416667,4.80825,5.571958333,6.29375,6.875625
2015,12,31,-2.2095,-1.566583333,-0.598958333,0.100041667,0.52925,0.891583333,1.294916667,2.072791667,2.885791667,3.858125,4.733291667,5.483208333,6.23825,6.816166667
2016,1,1,-1.993208333,-1.443625,-0.591,0.097833333,0.517791667,0.869625,1.262458333,2.032166667,2.836583333,3.802041667,4.666458333,5.3995,6.197041667,6.772708333
2016,1,2,-2.006916667,-1.473708333,-0.631291667,0.0565,0.473708333,0.82325,1.206541667,1.967791667,2.766291667,3.71975,4.5805,5.299291667,6.140125,6.720708333
2016,1,3,-1.709791667,-1.250708333,-0.556833333,0.057416667,0.45975,0.797833333,1.180833333,1.941,2.740041667,3.695291667,4.557666667,5.285375,6.080541667,6.653208333
2016,1,4,-2.559541667,-1.829416667,-0.779541667,-0.011208333,0.414083333,0.756291667,1.138708333,1.896125,2.6955,3.649416667,4.513041667,5.24325,6.013333333,6.603625
2016,1,5,-2.072625,-1.596083333,-0.768583333,-0.026625,0.388791667,0.729708333,1.105541667,1.857083333,2.648125,3.595166667,4.455208333,5.183458333,5.9595,6.5425
2016,1,6,-1.515541667,-1.202833333,-0.641708333,-0.050416667,0.352,0.695958333,1.071916667,1.822625,2.623875,3.573666667,4.444541667,5.191625,5.90475,6.495583333
2016,1,7,-1.445625,-1.108375,-0.587708333,-0.065291667,0.326625,0.659833333,1.028833333,1.774625,2.571125,3.517416667,4.38275,5.128791667,5.84025,6.429958333
2016,1,8,-2.109333333,-1.502,-0.705041667,-0.079791667,0.314958333,0.639458333,1.002291667,1.742916667,2.5275,3.46675,4.3255,5.059291667,5.785416667,6.36925
2016,1,9,-3.681541667,-2.635583333,-1.174208333,-0.146291667,0.283541667,0.608916667,0.970916667,1.707291667,2.483833333,3.414916667,4.269041667,4.995625,5.729916667,6.313125
2016,1,10,-4.431333333,-3.29225,-1.601958333,-0.227583333,0.225583333,0.556291667,0.913625,1.6435,2.410208333,3.320916667,4.166625,4.876458333,5.666375,6.25075
2016,1,11,-4.571,-3.527458333,-1.899958333,-0.348583333,0.158416667,0.504791667,0.872541667,1.61475,2.391833333,3.310833333,4.16,4.887291667,5.6145,6.210958333
2016,1,12,-4.822041667,-3.771291667,-2.120375,-0.52525,0.090541667,0.441375,0.809791667,1.553458333,2.322166667,3.225208333,4.066166667,4.771666667,5.558083333,6.143166667
2016,1,13,-3.808291667,-3.162875,-1.989583333,-0.677791667,0.016666667,0.382041667,0.761333333,1.51525,2.302208333,3.215625,4.058416667,4.780041667,5.512625,6.112625
2016,1,14,-2.848083333,-2.344291667,-1.522416667,-0.615916667,-0.006583333,0.349083333,0.719833333,1.479416667,2.273833333,3.195291667,4.038708333,4.76675,5.451791667,6.044791667
2016,1,15,-4.108875,-3.183208333,-1.881083333,-0.722958333,-0.056625,0.294708333,0.664958333,1.418708333,2.215041667,3.134625,3.977166667,4.699166667,5.401125,5.995916667
2016,1,16,-5.112541667,-4.003208333,-2.3895,-0.942083333,-0.113583333,0.2405,0.6085,1.35625,2.1395,3.049708333,3.884958333,4.586958333,5.344833333,5.935708333
2016,1,17,-5.712333333,-4.61075,-2.887916667,-1.237583333,-0.181291667,0.19275,0.569708333,1.319791667,2.103166667,3.00825,3.845416667,4.5425,5.309875,5.900416667
2016,1,18,-4.814458333,-4.026458333,-2.709916667,-1.318541667,-0.237166667,0.152291667,0.53375,1.294875,2.080875,2.989541667,3.8275,4.529875,5.260791667,5.848166667
2016,1,19,-4.93275,-4.143791667,-2.819625,-1.45,-0.357208333,0.076041667,0.462625,1.226541667,2.016541667,2.9215,3.761583333,4.4625,5.219875,5.819333333
2016,1,20,-3.3105,-2.946125,-2.19425,-1.259125,-0.396916667,0.056416667,0.440916667,1.207916667,2.006583333,2.917958333,3.763875,4.4805,5.178291667,5.779875
2016,1,21,-2.494333333,-2.204208333,-1.649208333,-0.986166667,-0.364166667,0.037875,0.411041667,1.173166667,1.972083333,2.887375,3.730208333,4.445875,5.134041667,5.72725
2016,1,22,-2.997708333,-2.500958333,-1.736166667,-0.998833333,-0.397625,-0.013416667,0.348541667,1.095916667,1.884791667,2.788083333,3.628875,4.330833333,5.080083333,5.681
2016,1,23,-2.538666667,-2.232208333,-1.655125,-0.998125,-0.4145,-0.026041667,0.330041667,1.067458333,1.847166667,2.74375,3.577041667,4.266,5.04625,5.642375
2016,1,24,-1.876541667,-1.710708333,-1.345458333,-0.858708333,-0.381291667,-0.022791667,0.327416667,1.061041667,1.84475,2.749875,3.594083333,4.310541667,4.99925,5.596375
2016,1,25,-1.706916667,-1.521041667,-1.17625,-0.76075,-0.359666667,-0.038125,0.301208333,1.023083333,1.796625,2.691041667,3.526625,4.228583333,4.9585,5.558791667
2016,1,26,-1.465458333,-1.321166667,-1.0305,-0.664083333,-0.30725,-0.01325,0.316166667,1.027833333,1.795458333,2.690791667,3.52775,4.236541667,4.925208333,5.524041667
2016,1,27,-1.1515,-1.103791667,-0.932166667,-0.623583333,-0.301791667,-0.0225,0.298708333,0.992791667,1.753041667,2.630541667,3.459708333,4.155625,4.89325,5.497583333
2016,1,28,-0.197916667,-0.411625,-0.597333333,-0.511541667,-0.268791667,-0.019583333,0.291625,0.979083333,1.730708333,2.611125,3.436708333,4.14475,4.835708333,5.433958333
2016,1,29,-0.302125,-0.409958333,-0.489875,-0.42225,-0.239208333,-0.014375,0.282916667,0.953208333,1.6885,2.551166667,3.368166667,4.062666667,4.803,5.407291667
2016,1,30,-0.161916667,-0.284708333,-0.365083333,-0.312541667,-0.174208333,0.019166667,0.299083333,0.94925,1.665583333,2.513541667,3.315625,3.996708333,4.76625,5.354708333
2016,1,31,-0.201666667,-0.283166667,-0.342083333,-0.302708333,-0.183666667,-0.001791667,0.271958333,0.913208333,1.619541667,2.458791667,3.258416667,3.932833333,4.713208333,5.305291667
2016,2,1,-0.218875,-0.275583333,-0.31625,-0.278666667,-0.174708333,0.002416667,0.273375,0.903791667,1.605833333,2.440083333,3.235458333,3.90725,4.675208333,5.270208333
2016,2,2,-0.42025,-0.355041667,-0.320291667,-0.270541667,-0.172416667,0.006916667,0.278666667,0.909875,1.615583333,2.456458333,3.259166667,3.958166667,4.633583333,5.232958333
2016,2,3,-1.398333333,-0.972166667,-0.506375,-0.290625,-0.173,0.000375,0.267791667,0.888166667,1.581,2.404791667,3.1965,3.878916667,4.590708333,5.1915
2016,2,4,-1.517083333,-1.15575,-0.656458333,-0.33475,-0.172666667,0.000958333,0.270958333,0.883333333,1.572125,2.394,3.183625,3.868958333,4.551125,5.148875
2016,2,5,-1.497041667,-1.207625,-0.737,-0.373916667,-0.171666667,8.33E-05,0.257416667,0.854791667,1.522291667,2.31675,3.088166667,3.740083333,4.517,5.108083333
2016,2,6,-1.264208333,-1.106458333,-0.761375,-0.419541667,-0.184916667,0.007,0.275291667,0.869625,1.543166667,2.338666667,3.113708333,3.776666667,4.493416667,5.095958333
2016,2,7,-0.458458333,-0.512291667,-0.504,-0.358416667,-0.174458333,0.0165,0.280166667,0.87225,1.544791667,2.343333333,3.11725,3.795875,4.444333333,5.038541667
2016,2,8,-1.735083333,-1.225125,-0.676583333,-0.379125,-0.198708333,-0.017791667,0.241208333,0.82825,1.490375,2.275583333,3.039583333,3.701958333,4.392875,4.985666667
2016,2,9,-3.102458333,-2.369916667,-1.271458333,-0.559,-0.225458333,-0.023875,0.240666667,0.824916667,1.4825,2.263083333,3.02425,3.684875,4.364708333,4.960791667
2016,2,10,-3.798708333,-3.083916667,-1.860125,-0.875708333,-0.312583333,-0.050166667,0.2285,0.813416667,1.467,2.240666667,2.995916667,3.654625,4.330583333,4.925625
2016,2,11,-4.200833333,-3.53075,-2.31925,-1.2145,-0.4515,-0.086333333,0.213166667,0.806125,1.4565,2.222833333,2.971666667,3.623833333,4.301958333,4.897333333
2016,2,12,-5.67525,-4.617125,-2.918208333,-1.530041667,-0.596875,-0.125583333,0.180458333,0.783625,1.422791667,2.181125,2.917833333,3.556833333,4.262291667,4.840833333
2016,2,13,-6.817208333,-5.767541667,-3.88175,-2.150125,-0.909708333,-0.212583333,0.127041667,0.74375,1.382625,2.130541667,2.862041667,3.487791667,4.229958333,4.817583333
2016,2,14,-5.275541667,-4.759125,-3.608541667,-2.29675,-1.145208333,-0.280166667,0.088791667,0.728125,1.383375,2.146,2.882375,3.523541667,4.202708333,4.7915
2016,2,15,-3.1985,-3.10375,-2.610875,-1.820208333,-1.015833333,-0.318916667,0.0765,0.718916667,1.378666667,2.138958333,2.879291667,3.520458333,4.191125,4.778333333
2016,2,16,-2.419083333,-2.18775,-1.784416667,-1.303083333,-0.790333333,-0.315791667,0.047583333,0.683666667,1.347916667,2.119416667,2.857625,3.497291667,4.147625,4.728958333
2016,2,17,-3.044208333,-2.690375,-2.006291667,-1.325833333,-0.771916667,-0.327291667,0.020125,0.644875,1.306541667,2.067,2.808375,3.436375,4.134458333,4.720208333
2016,2,18,-1.662791667,-1.705458333,-1.533333333,-1.1475,-0.709333333,-0.311833333,0.029041667,0.646791667,1.304958333,2.065416667,2.803833333,3.435625,4.106583333,4.688583333
2016,2,19,-0.607,-0.80675,-0.954416667,-0.831,-0.563208333,-0.2665,0.029875,0.629416667,1.279958333,2.042291667,2.776291667,3.409666667,4.075625,4.651416667
2016,2,20,-0.4815,-0.572125,-0.688375,-0.6355,-0.457083333,-0.239791667,0.013208333,0.602916667,1.251166667,2.018625,2.754333333,3.39525,4.024458333,4.5995
2016,2,21,-2.160708333,-1.635833333,-1.001541667,-0.645833333,-0.428666667,-0.243291667,-0.017625,0.557416667,1.195708333,1.948125,2.678833333,3.3025,3.988625,4.56125
2016,2,22,-1.891708333,-1.72125,-1.259333333,-0.8,-0.47725,-0.243541667,-0.008375,0.558416667,1.191208333,1.936,2.667958333,3.291625,3.970625,4.550875
2016,2,23,-0.561375,-0.68875,-0.753916667,-0.625125,-0.419708333,-0.214041667,0.019166667,0.581,1.203958333,1.950375,2.677208333,3.311458333,3.942208333,4.515
2016,2,24,-1.194625,-1.02025,-0.769208333,-0.556708333,-0.376125,-0.204041667,0.007375,0.558,1.17825,1.913916667,2.633083333,3.257,3.914083333,4.488125
2016,2,25,-1.232916667,-1.055166667,-0.795916667,-0.565958333,-0.376458333,-0.213666667,-0.008416667,0.536125,1.1535,1.888958333,2.611875,3.238208333,3.879625,4.452208333
2016,2,26,-1.536375,-1.347625,-0.943875,-0.59275,-0.357,-0.183166667,0.014958333,0.547166667,1.147208333,1.860666667,2.56975,3.172541667,3.876583333,4.4435
2016,2,27,-0.401041667,-0.539666667,-0.61675,-0.517583333,-0.351125,-0.185416667,0.015083333,0.54025,1.133833333,1.842,2.542416667,3.144791667,3.849541667,4.410208333
2016,2,28,-1.092166667,-0.873083333,-0.644291667,-0.488125,-0.347333333,-0.205791667,-0.014291667,0.50775,1.104,1.819458333,2.524958333,3.137458333,3.80125,4.370916667
2016,2,29,-4.613666667,-3.359625,-1.666666667,-0.765958333,-0.399208333,-0.2245,-0.033666667,0.487791667,1.073958333,1.777333333,2.476166667,3.076666667,3.755583333,4.311666667
2016,3,1,-4.741166667,-4.219875,-2.933333333,-1.661875,-0.829166667,-0.35475,-0.070333333,0.459708333,1.035833333,1.72325,2.411083333,2.995583333,3.722958333,4.286
2016,3,2,-2.4475,-2.345708333,-1.987916667,-1.452958333,-0.919541667,-0.443541667,-0.082666667,0.468,1.057375,1.758083333,2.453166667,3.064416667,3.695166667,4.261916667
2016,3,3,-2.531583333,-2.273375,-1.778333333,-1.262583333,-0.813666667,-0.432541667,-0.096208333,0.443458333,1.022083333,1.710625,2.392375,2.97875,3.671291667,4.229041667
2016,3,4,-2.399791667,-2.175166667,-1.708583333,-1.221291667,-0.797166667,-0.435583333,-0.1025,0.441125,1.028125,1.721333333,2.409666667,3.011291667,3.653333333,4.218416667
2016,3,5,-1.734,-1.706833333,-1.450666667,-1.084375,-0.729083333,-0.412916667,-0.107,0.429458333,1.011583333,1.699541667,2.379041667,2.968375,3.624375,4.18675
2016,3,6,-0.390625,-0.680791667,-0.881125,-0.800416667,-0.582375,-0.340541667,-0.080833333,0.438625,1.01,1.685083333,2.358458333,2.9295,3.625083333,4.178666667
2016,3,7,0.850625,-0.286833333,-0.579375,-0.605083333,-0.477458333,-0.29875,-0.08225,0.425583333,0.996291667,1.671333333,2.347791667,2.923833333,3.607416667,4.162875
2016,3,8,0.797041667,-0.0355,-0.383458333,-0.469083333,-0.395375,-0.263416667,-0.079166667,0.42225,0.99925,1.688708333,2.3685,2.969875,3.560583333,4.112708333
2016,3,9,-0.09475,-0.120916667,-0.321416667,-0.399625,-0.355083333,-0.254291667,-0.095166667,0.394,0.963666667,1.646458333,2.320666667,2.91425,3.526833333,4.082541667
2016,3,10,-0.11425,-0.130791667,-0.272041667,-0.335333333,-0.302833333,-0.216041667,-0.075541667,0.405291667,0.963958333,1.632791667,2.298791667,2.886875,3.514916667,4.070791667
2016,3,11,2.111708333,0.22125,-0.18275,-0.266875,-0.248666667,-0.178333333,-0.053791667,0.418583333,0.967708333,1.629291667,2.287291667,2.857458333,3.518083333,4.063791667
2016,3,12,3.3105,1.180708333,-0.080125,-0.23275,-0.228041667,-0.166791667,-0.049458333,0.416166667,0.959083333,1.61125,2.272041667,2.843833333,3.495333333,4.043083333
2016,3,13,4.498958333,2.323875,0.059375,-0.192666667,-0.217583333,-0.158416667,-0.047083333,0.417208333,0.961,1.62075,2.280666667,2.863375,3.474833333,4.025708333
2016,3,14,5.480041667,3.340166667,0.350416667,-0.124291667,-0.197958333,-0.154291667,-0.054583333,0.399625,0.933416667,1.579458333,2.228375,2.790916667,3.448416667,3.986208333
2016,3,15,6.148916667,4.14275,1.020291667,-0.071625,-0.166291667,-0.13225,-0.038458333,0.414333333,0.943666667,1.587208333,2.236625,2.808875,3.430666667,3.967708333
2016,3,16,1.731666667,1.301208333,0.428416667,-0.115166667,-0.1695,-0.130791667,-0.038041667,0.410041667,0.934958333,1.57,2.213291667,2.776791667,3.397708333,3.942166667
2016,3,17,0.274083333,0.321333333,0.101458333,-0.130875,-0.168416667,-0.132625,-0.039708333,0.408916667,0.935,1.573541667,2.215875,2.787458333,3.368833333,3.9095
2016,3,18,0.754416667,0.500583333,0.11125,-0.117375,-0.156333333,-0.120291667,-0.02625,0.417916667,0.937541667,1.566333333,2.202791667,2.767833333,3.370541667,3.911
2016,3,19,1.00825,0.769333333,0.242208333,-0.083833333,-0.132333333,-0.104958333,-0.017,0.419958333,0.930875,1.551583333,2.179541667,2.725916667,3.359125,3.890333333
2016,3,20,1.808833333,1.259958333,0.43025,-0.063291667,-0.120666667,-0.096541667,-0.008083333,0.426416667,0.936875,1.559458333,2.187916667,2.753416667,3.333208333,3.869833333
2016,3,21,1.564541667,1.121708333,0.413208333,-0.067541667,-0.12525,-0.103,-0.01525,0.413125,0.919583333,1.535958333,2.159916667,2.712625,3.313833333,3.846458333
2016,3,22,1.97275,1.584083333,0.643958333,-0.040958333,-0.117375,-0.100083333,-0.016291667,0.406833333,0.90575,1.509083333,2.126541667,2.668541667,3.300125,3.828416667
2016,3,23,0.494875,0.7265,0.372416667,-0.036,-0.091208333,-0.075,0.012375,0.432875,0.926791667,1.528875,2.1425,2.679833333,3.291041667,3.81875
2016,3,24,1.714083333,1.306541667,0.507541667,-0.040791667,-0.107666667,-0.092083333,-0.006083333,0.408041667,0.894083333,1.479666667,2.088291667,2.603,3.2685,3.795791667
2016,3,25,0.86925,0.976666667,0.570291667,-0.034666667,-0.105625,-0.089958333,-0.001041667,0.41575,0.90925,1.510458333,2.126208333,2.675416667,3.232041667,3.757541667
2016,3,26,-0.208291667,0.0985,0.091375,-0.050375,-0.089333333,-0.073791667,0.011666667,0.417125,0.90025,1.48225,2.08525,2.60225,3.2375,3.75625
2016,3,27,2.487041667,1.791416667,0.696,-0.002458333,-0.082375,-0.066583333,0.025625,0.432791667,0.914,1.497458333,2.099791667,2.626166667,3.221166667,3.743041667
2016,3,28,3.672916667,3.030833333,1.518958333,0.146541667,-0.052666667,-0.049791667,0.035708333,0.436416667,0.912541667,1.487875,2.088666667,2.602791667,3.213208333,3.732166667
2016,3,29,4.702666667,3.583291667,1.867041667,0.356708333,-0.079333333,-0.076416667,0.008875,0.404083333,0.88225,1.454375,2.055375,2.578875,3.175833333,3.696958333
2016,3,30,5.823541667,5.008708333,2.892708333,0.872416667,-0.011916667,-0.024041667,0.058875,0.44675,0.918708333,1.483166667,2.081041667,2.599458333,3.185791667,3.701708333
2016,3,31,2.374,2.555916667,1.832375,0.719958333,-0.028333333,-0.040541667,0.052375,0.433958333,0.8995,1.461666667,2.050375,2.570458333,3.157625,3.676541667
2016,4,1,-1.41875,-0.082333333,0.434333333,0.2565,-0.064458333,-0.062125,0.04475,0.428708333,0.893541667,1.457833333,2.04775,2.565791667,3.136625,3.654833333
2016,4,2,-2.57925,-0.598416667,-0.153208333,-0.085583333,-0.091583333,-0.076625,0.039083333,0.426166667,0.890791667,1.449833333,2.037041667,2.552625,3.11875,3.639375
2016,4,3,-0.621875,-0.320416667,-0.112416667,-0.089916667,-0.088916667,-0.074875,0.038666667,0.420041667,0.879375,1.437958333,2.020458333,2.53475,3.098291667,3.613708333
2016,4,4,-0.707083333,-0.364375,-0.095916667,-0.072416667,-0.072458333,-0.060458333,0.052375,0.427208333,0.880166667,1.428625,2.005458333,2.505625,3.093583333,3.604291667
2016,4,5,0.188791667,-0.103166667,-0.0955,-0.091041667,-0.09725,-0.080458333,0.036375,0.410166667,0.86675,1.419541667,1.99325,2.505125,3.069541667,3.584166667
2016,4,6,1.105791667,0.099458333,-0.050958333,-0.071958333,-0.082916667,-0.065875,0.052333333,0.4245,0.877583333,1.42525,1.99375,2.504041667,3.047166667,3.559916667
2016,4,7,0.602916667,0.158166667,-0.022375,-0.030791667,-0.073583333,-0.058208333,0.062625,0.430375,0.879375,1.422541667,1.986833333,2.492416667,3.035125,3.547333333
2016,4,8,-2.140291667,-0.393333333,-0.082666667,-0.039708333,-0.08,-0.068166667,0.051833333,0.418916667,0.8615,1.4015,1.964375,2.460125,3.019375,3.523375
2016,4,9,-1.198083333,-0.483083333,-0.144916667,-0.100166667,-0.095708333,-0.080583333,0.039458333,0.402083333,0.840625,1.374666667,1.927,2.412916667,3.011333333,3.522083333
2016,4,10,0.575416667,0.007083333,-0.05125,-0.063083333,-0.064583333,-0.046,0.078125,0.444125,0.8875,1.430416667,1.986375,2.489208333,3.005,3.506333333
2016,4,11,-0.66975,-0.22775,-0.083333333,-0.070541667,-0.072,-0.057875,0.065,0.425833333,0.859291667,1.390875,1.937041667,2.424458333,2.981458333,3.477375
2016,4,12,-0.34025,-0.164041667,-0.089333333,-0.072291667,-0.084208333,-0.06575,0.0635,0.42,0.851166667,1.374375,1.917916667,2.399083333,2.973416667,3.479916667
2016,4,13,3.781875,2.130625,0.619875,0.135208333,-0.059416667,-0.044916667,0.078833333,0.432208333,0.857541667,1.376375,1.916708333,2.3885,2.981541667,3.48025
2016,4,14,7.440375,5.891958333,3.159125,1.256708333,0.019,-0.016,0.086875,0.431666667,0.861291667,1.387791667,1.928958333,2.411625,2.964416667,3.461708333
2016,4,15,8.448916667,7.052,4.137791667,1.9615,0.253875,0.022125,0.105375,0.441083333,0.868875,1.395083333,1.934166667,2.422208333,2.948541667,3.441583333
2016,4,16,6.23525,5.652291667,4.00475,2.253291667,0.638375,0.066166667,0.134083333,0.468208333,0.877416667,1.396041667,1.931333333,2.418708333,2.94475,3.436791667
2016,4,17,5.257125,4.654916667,3.366041667,2.098375,0.90275,0.138041667,0.237291667,0.570375,0.923,1.405791667,1.927916667,2.4125,2.928083333,3.4185
2016,4,18,5.376,4.582208333,3.2275,2.18125,1.348166667,0.742583333,0.63625,0.781958333,1.0105,1.426708333,1.9185,2.387791667,2.918833333,3.407583333
2016,4,19,8.969083333,7.204666667,4.570833333,2.956916667,1.999083333,1.437458333,1.110875,1.008708333,1.113333333,1.450583333,1.903166667,2.3555,2.904291667,3.391333333
2016,4,20,12.51829167,10.34766667,6.854291667,4.630208333,3.288,2.463666667,1.872416667,1.374416667,1.281208333,1.524291667,1.931333333,2.357958333,2.894666667,3.372916667
2016,4,21,8.555291667,8.679916667,7.473916667,5.950333333,4.67125,3.711458333,2.926625,1.996666667,1.591416667,1.672041667,2.00875,2.417541667,2.89425,3.363833333
2016,4,22,9.00875,8.152625,6.627083333,5.57,4.788833333,4.142708333,3.525291667,2.578041667,1.94075,1.798416667,2.023875,2.366333333,2.898708333,3.364666667
2016,4,23,9.108666667,8.755,7.5345,6.314416667,5.332833333,4.58775,3.937041667,2.983166667,2.303375,2.026541667,2.143375,2.443458333,2.899166667,3.353791667
2016,4,24,7.105291667,7.206208333,6.968166667,6.322291667,5.617666667,4.984375,4.37625,3.395,2.6325,2.254416667,2.270916667,2.513958333,2.905791667,3.339291667
2016,4,25,5.06775,5.321583333,5.554875,5.474208333,5.212208333,4.866375,4.470541667,3.679833333,2.923125,2.457541667,2.383666667,2.560041667,2.919875,3.331208333
2016,4,26,5.843291667,5.498541667,5.065958333,4.862708333,4.705625,4.518333333,4.289541667,3.756916667,3.136833333,2.658333333,2.515291667,2.626041667,2.963666667,3.352583333
2016,4,27,6.794708333,6.686625,5.834125,5.209291667,4.800708333,4.501125,4.229291667,3.757791667,3.255958333,2.83525,2.666,2.728916667,3.010125,3.362208333
2016,4,28,8.572791667,8.05775,6.654416667,5.722875,5.140708333,4.738,4.384958333,3.837375,3.337583333,2.948791667,2.775791667,2.805291667,3.060541667,3.380875
2016,4,29,10.01683333,9.412041667,7.750875,6.54725,5.75225,5.196208333,4.721708333,4.020708333,3.455166667,3.051041667,2.875,2.872458333,3.121916667,3.41525
2016,4,30,10.26525,10.092875,8.746333333,7.500708333,6.550833333,5.84975,5.234625,4.331708333,3.64275,3.182,2.983041667,2.970083333,3.172958333,3.43375
2016,5,1,12.27329167,11.31054167,9.379458333,8.017833333,7.076,6.371,5.730708333,4.712416667,3.882791667,3.320125,3.069,3.021291667,3.225375,3.462416667
2016,5,2,15.23604167,13.74125,11.0825,9.189583333,7.923708333,7.035291667,6.260708333,5.082416667,4.136125,3.466625,3.14975,3.065041667,3.269125,3.492083333
2016,5,3,14.68416667,13.55833333,12.08208333,10.43375,9.065833333,8.006625,7.063541667,5.612833333,4.480291667,3.694125,3.303083333,3.183625,3.326,3.520333333
2016,5,4,15.03820833,13.65,11.87375,10.50875,9.4375,8.546666667,7.681625,6.1845,4.883333333,3.939083333,3.453416667,3.275375,3.390041667,3.564625
2016,5,5,19.45625,16.53208333,13.55625,11.50791667,10.1075,9.09,8.166375,6.632791667,5.283583333,4.225125,3.643291667,3.409125,3.45275,3.608541667
2016,5,6,17.89583333,16.46541667,14.70041667,12.82583333,11.26375,10.04458333,8.944166667,7.176541667,5.685541667,4.530458333,3.858375,3.57725,3.510583333,3.621333333
2016,5,7,15.76875,14.62541667,13.51791667,12.41958333,11.4025,10.47291667,9.517083333,7.75925,6.128458333,4.820916667,4.049083333,3.683,3.618958333,3.704833333
2016,5,8,16.47333333,15.325,13.74833333,12.4925,11.4725,10.61083333,9.749583333,8.132083333,6.530958333,5.142833333,4.264541667,3.825583333,3.707166667,3.755125
2016,5,9,15.55166667,15.24166667,14.05083333,12.84333333,11.79,10.90708333,10.04208333,8.455416667,6.886083333,5.467291667,4.521625,4.023958333,3.821208333,3.832333333
2016,5,10,14.67541667,14.35583333,13.68583333,12.81,11.925,11.11375,10.29166667,8.736666667,7.173416667,5.735666667,4.74275,4.199458333,3.90725,3.870458333
2016,5,11,14.4375,14.15875,13.24625,12.42083333,11.70833333,11.05541667,10.36541667,8.965416667,7.455916667,6.007125,4.965708333,4.363416667,4.040708333,3.960875
2016,5,12,11.22083333,11.87666667,12.38708333,12.10583333,11.57416667,11.00208333,10.38041667,9.095833333,7.679791667,6.257958333,5.192916667,4.546458333,4.170208333,4.049791667
2016,5,13,7.384458333,9.186166667,10.60041667,10.96791667,10.87333333,10.57458333,10.16666667,9.132083333,7.839625,6.472833333,5.407,4.735375,4.298416667,4.134166667
2016,5,14,8.557291667,8.766708333,9.281666667,9.650833333,9.813333333,9.78125,9.6175,8.944583333,7.87525,6.597375,5.540041667,4.821791667,4.423541667,4.224791667
2016,5,15,12.60858333,11.28783333,10.41458333,9.921666667,9.6375,9.435416667,9.224166667,8.687083333,7.847041667,6.735416667,5.736416667,5.03425,4.558958333,4.333166667
2016,5,16,14.03208333,12.9925,11.61041667,10.67291667,10.07,9.644166667,9.263333333,8.572916667,7.76,6.764375,5.83075,5.123541667,4.688,4.423125
2016,5,17,15.68841667,14.40625,12.64625,11.45083333,10.65666667,10.0825,9.561666667,8.678333333,7.782708333,6.808666667,5.926125,5.228833333,4.803583333,4.524583333
2016,5,18,17.36708333,15.98166667,14.04041667,12.55666667,11.49333333,10.71666667,10.02916667,8.91875,7.898333333,6.897166667,6.038333333,5.374333333,4.905708333,4.613166667
2016,5,19,17.61958333,16.63458333,14.92208333,13.45125,12.305,11.41625,10.61708333,9.298333333,8.113791667,7.030833333,6.162958333,5.525458333,5.001958333,4.695625
2016,5,20,16.84791667,16.17541667,14.905,13.74208333,12.75083333,11.91583333,11.11625,9.692083333,8.36625,7.173291667,6.259875,5.604333333,5.099708333,4.785583333
2016,5,21,18.61416667,17.36458333,15.34625,13.9475,12.955,12.17708333,11.42041667,10.025,8.648333333,7.363291667,6.389708333,5.698833333,5.207708333,4.885958333
