Year,Month,Day,Average of 5 cm,Average of 10 cm,Average of 20 cm,Average of 30 cm,Average of 40 cm,Average of 50 cm,Average of 60 cm,Average of 80 cm,Average of 100 cm,Average of 125 cm,Average of 150 cm,Average of 175 cm,Average of 200 cm,Average of 225 cm
2018,5,10,5.511958333,5.670333333,5.354541667,4.299625,2.944958333,1.761041667,0.08525,0.056541667,0.446333333,0.993416667,1.529125,2.047208333,2.5875,3.094416667
2018,5,11,7.645208333,6.277833333,4.815125,3.478791667,2.311791667,1.437833333,0.135583333,0.009208333,0.388416667,0.925083333,1.458375,1.94875,2.561166667,3.06375
2018,5,12,10.24320833,8.373875,6.305083333,4.337791667,2.767583333,1.768708333,0.4405,0.052083333,0.427625,0.965625,1.486333333,1.982,2.553208333,3.056916667
2018,5,13,13.24708333,10.36195833,7.737875,5.364375,3.490458333,2.318208333,0.887791667,0.024625,0.392875,0.9235,1.446166667,1.937458333,2.520541667,3.022333333
2018,5,14,14.5725,11.45291667,9.025,6.501625,4.4025,3.06175,1.487625,0.071208333,0.421708333,0.951958333,1.463041667,1.950125,2.5135,3.008708333
2018,5,15,14.06179167,10.85995833,8.714708333,6.636708333,4.846708333,3.618791667,2.138083333,0.339958333,0.532625,0.99375,1.483583333,1.957416667,2.522958333,3.017958333
2018,5,16,17.44541667,13.2875,10.37541667,7.754666667,5.748583333,4.573958333,3.314708333,1.703416667,1.044583333,1.106958333,1.496166667,1.947375,2.498291667,2.984791667
2018,5,17,12.3475,11.44083333,10.32166667,8.57625,6.908375,5.813416667,4.616875,2.882708333,1.813416667,1.4445,1.650416667,2.056458333,2.514666667,2.990208333
2018,5,18,8.070083333,8.547875,8.623791667,7.976916667,7.073875,6.312791667,5.392833333,3.777875,2.515166667,1.79575,1.772041667,2.066333333,2.5195,2.981875
2018,5,19,9.886208333,8.885333333,7.877291667,7.11675,6.503125,6.032416667,5.438333333,4.221,3.053083333,2.164583333,1.945625,2.104541667,2.537333333,2.974375
2018,5,20,12.52491667,10.79979167,9.130416667,7.745541667,6.757833333,6.169166667,5.528583333,4.417208333,3.387041667,2.4925,2.15475,2.196833333,2.571583333,2.979083333
2018,5,21,14.89154167,12.6,10.7325,8.995833333,7.665666667,6.885041667,6.049708333,4.760625,3.698833333,2.796583333,2.399375,2.37025,2.639625,3.006458333
2018,5,22,17.575,14.94458333,12.5025,10.31583333,8.686666667,7.749875,6.746291667,5.239583333,4.0365,3.057,2.600291667,2.512,2.698625,3.021583333
2018,5,23,19.73291667,16.55875,14.01458333,11.66208333,9.844166667,8.761666667,7.592166667,5.831583333,4.438625,3.321208333,2.79025,2.63775,2.779166667,3.065
2018,5,24,21.62708333,18.00458333,15.31666667,12.81625,10.88,9.713333333,8.437083333,6.470041667,4.884041667,3.59325,2.956916667,2.736416667,2.850083333,3.087833333
2018,5,25,21.84375,18.59583333,16.23625,13.84875,11.90375,10.69083333,9.342083333,7.21975,5.467041667,3.999333333,3.254333333,2.966791667,2.972583333,3.170416667
2018,5,26,21.77625,18.73291667,16.615,14.44208333,12.625,11.44291667,10.09875,7.89925,6.006166667,4.369458333,3.500208333,3.122416667,3.082708333,3.234333333
2018,5,27,19.09166667,17.935,16.46833333,14.71,13.09958333,11.98916667,10.69625,8.495416667,6.523875,4.749083333,3.759833333,3.290541667,3.182583333,3.290916667
2018,5,28,20.62291667,18.03083333,16.46625,14.77458333,13.30583333,12.29708333,11.12,9.0325,7.056291667,5.180041667,4.074541667,3.514875,3.318958333,3.38025
2018,5,29,22.6375,19.03916667,16.96375,15.07916667,13.57375,12.58833333,11.44166667,9.413333333,7.464125,5.539333333,4.349625,3.691916667,3.462375,3.473416667
2018,5,30,21.73875,19.72458333,17.97958333,15.985,14.28625,13.18041667,11.92166667,9.81875,7.855458333,5.903791667,4.651166667,3.937458333,3.594916667,3.550833333
2018,5,31,19.69291667,18.58083333,17.38291667,15.89791667,14.51583333,13.52166667,12.34083333,10.22833333,8.204166667,6.182791667,4.8625,4.067416667,3.723375,3.620875
2018,6,1,19.2725,17.89041667,17.02583333,15.76708333,14.55541667,13.6625,12.59625,10.61625,8.62875,6.574208333,5.198458333,4.358833333,3.900291667,3.751291667
2018,6,2,14.6525,15.50333333,15.80791667,15.28458333,14.45458333,13.71916667,12.78375,10.94458333,9.01375,6.955833333,5.529125,4.632,4.078833333,3.883458333
2018,6,3,14.89583333,14.48333333,14.27666667,13.9825,13.57,13.1275,12.49125,11.00208333,9.229583333,7.194125,5.732625,4.755958333,4.230291667,3.977208333
2018,6,4,17.60791667,15.85916667,14.92458333,14.02333333,13.3075,12.81625,12.20833333,10.93208333,9.387916667,7.488875,6.032833333,5.019,4.421541667,4.126333333
2018,6,5,20.04375,17.40125,15.96958333,14.70541667,13.70208333,13.04583333,12.28333333,10.91125,9.428333333,7.647291667,6.237333333,5.238041667,4.579625,4.239458333
2018,6,6,18.11958333,17.7875,16.9675,15.61791667,14.3925,13.5825,12.665,11.11708333,9.57375,7.818333333,6.44075,5.459916667,4.741791667,4.355083333
2018,6,7,17.3475,16.43291667,15.95166667,15.20333333,14.40333333,13.76375,12.965,11.42208333,9.822083333,8.040833333,6.6675,5.680166667,4.932583333,4.528041667
2018,6,8,18.95125,17.57333333,16.58791667,15.57541667,14.64791667,14.02833333,13.28166667,11.79208333,10.19333333,8.377541667,6.9225,5.892833333,5.089125,4.642
2018,6,9,22.61833333,20.77333333,18.53291667,16.65375,15.29416667,14.45625,13.49916667,11.92,10.19708333,8.440833333,7.019,5.9535,5.226166667,4.743666667
2018,6,10,22.23875,21.26083333,19.70916667,17.87458333,16.3075,15.26708333,14.08791667,12.25541667,10.43041667,8.694583333,7.302,6.246875,5.439708333,4.926166667
2018,6,11,17.5725,18.39125,18.52666667,17.87166667,16.94958333,16.16083333,15.2175,13.33375,11.42791667,9.525416667,7.951541667,6.832083333,5.751666667,5.074708333
2018,6,12,17.095,17.02166667,16.74166667,16.41625,15.99083333,15.51791667,14.8775,13.33833333,11.64375,9.6025,7.997916667,6.810541667,5.897875,5.254416667
2018,6,13,17.27,17.24708333,16.82166667,16.21875,15.61375,15.10791667,14.45083333,13.02208333,11.41,9.59375,8.082541667,6.913583333,6.028625,5.410916667
2018,6,14,19.76875,18.72833333,17.52958333,16.49541667,15.66875,15.07833333,14.36791667,12.88458333,11.31083333,9.686666667,8.219166667,7.077416667,6.174083333,5.54775
2018,6,15,21.70041667,20.49791667,18.88416667,17.35041667,16.16458333,15.39125,14.52291667,12.95625,11.41458333,9.785416667,8.339166667,7.191291667,6.275916667,5.622708333
2018,6,16,19.2075,19.26375,18.7075,17.695,16.665,15.87958333,14.95583333,13.31458333,11.69583333,10.0275,8.569583333,7.430125,6.445666667,5.772708333
2018,6,17,18.05,18.11416667,17.73541667,17.09458333,16.4,15.80458333,15.0425,13.54833333,11.89041667,10.14958333,8.68375,7.513083333,6.584583333,5.898166667
2018,6,18,19.50291667,18.715,17.80541667,16.92375,16.19125,15.64333333,14.96958333,13.62958333,12.05666667,10.31333333,8.846666667,7.646708333,6.733083333,6.030625
2018,6,19,21.02458333,19.9075,18.65625,17.43083333,16.45291667,15.78708333,15.01583333,13.63916667,12.11125,10.40416667,8.940416667,7.745,6.842416667,6.123125
2018,6,20,21.41,20.31791667,19.23333333,18.00916667,16.94541667,16.20333333,15.34375,13.8575,12.315,10.58333333,9.127083333,7.923541667,6.992791667,6.267958333
2018,6,21,22.36458333,20.93791667,19.64458333,18.34625,17.26,16.50333333,15.62208333,14.07916667,12.49125,10.72791667,9.276666667,8.073375,7.115625,6.37975
2018,6,22,23.78541667,21.72791667,20.2075,18.75,17.58375,16.79416667,15.87875,14.29166667,12.67208333,10.88041667,9.419166667,8.224916667,7.227708333,6.48275
2018,6,23,22.70666667,21.4775,20.42333333,19.13916667,17.9925,17.18041667,16.2275,14.57458333,12.90625,11.075,9.59875,8.386875,7.383,6.633
2018,6,24,22.57666667,21.825,20.58666667,19.28666667,18.18041667,17.40166667,16.46875,14.80708333,13.09333333,11.20666667,9.700416667,8.46625,7.475041667,6.703833333
2018,6,25,21.88375,21.57208333,20.68166667,19.565,18.50958333,17.72125,16.77708333,15.08583333,13.345,11.425,9.892083333,8.6525,7.598875,6.817708333
2018,6,26,23.4725,22.65333333,21.28958333,19.8825,18.73083333,17.93416667,17.00416667,15.32625,13.57875,11.6275,10.06625,8.805833333,7.736541667,6.9385
2018,6,27,24.10166667,23.04,21.8,20.35916667,19.12541667,18.26541667,17.27333333,15.53333333,13.75916667,11.77375,10.20291667,8.913333333,7.861541667,7.044083333
2018,6,28,23.18291667,22.19458333,21.3475,20.3,19.27833333,18.49083333,17.54083333,15.79541667,13.98916667,11.96958333,10.38625,9.080416667,7.995875,7.163625
2018,6,29,22.39291667,22.10333333,21.39875,20.38125,19.38416667,18.61875,17.69916667,15.99875,14.20333333,12.15333333,10.54666667,9.2225,8.111791667,7.261791667
2018,6,30,22.32,21.89125,21.19,20.22833333,19.32625,18.63833333,17.79916667,16.18041667,14.4175,12.3725,10.75,9.409583333,8.247083333,7.383791667
2018,7,1,21.30041667,20.94041667,20.50958333,19.83041667,19.11708333,18.52,17.76666667,16.24708333,14.54708333,12.51458333,10.87833333,9.5075,8.39,7.50525
2018,7,2,21.6073913,21.02173913,20.36086957,19.62478261,18.9426087,18.39826087,17.71086957,16.30086957,14.68130435,12.70043478,11.07173913,9.697826087,8.52826087,7.628826087
2018,7,3,22.70125,21.93166667,20.99041667,20.04708333,19.22166667,18.59333333,17.82625,16.385,14.73333333,12.8275,11.185,9.814166667,8.650833333,7.734458333
2018,7,4,22.70625,22.54458333,21.83375,20.765,19.76375,19.0325,18.18583333,16.64333333,14.95875,13.13625,11.47791667,10.1125,8.84375,7.889791667
2018,7,5,21.35958333,21.10291667,20.79875,20.26833333,19.63708333,19.05458333,18.31666667,16.82666667,15.14041667,13.2675,11.61791667,10.20625,9.016666667,8.036916667
2018,7,6,21.92666667,21.17958333,20.59083333,19.94541667,19.34333333,18.84333333,18.21666667,16.88666667,15.29625,13.45958333,11.82833333,10.42833333,9.17125,8.19625
2018,7,7,25.14958333,23.14875,21.6675,20.46083333,19.54625,18.92833333,18.2075,16.85791667,15.31458333,13.52458333,11.90291667,10.49458333,9.285,8.299583333
2018,7,8,24.55666667,23.96416667,22.83666667,21.46875,20.28208333,19.46958333,18.545,17.00166667,15.42916667,13.63208333,12.03416667,10.66291667,9.381666667,8.377916667
2018,7,9,23.61375,22.87,22.17583333,21.27916667,20.40375,19.70708333,18.85625,17.26541667,15.60041667,13.72958333,12.12333333,10.71958333,9.5225,8.51375
2018,7,10,24.55458333,23.4875,22.4375,21.37333333,20.45291667,19.77583333,18.96583333,17.44041667,15.79208333,13.89291667,12.27833333,10.89083333,9.63375,8.627083333
2018,7,11,25.05833333,23.965,22.94166667,21.78833333,20.77166667,20.03666667,19.16458333,17.585,15.92166667,14.01,12.38875,10.98958333,9.742916667,8.7375
2018,7,12,23.51791667,22.92416667,22.48541667,21.69541667,20.86333333,20.19,19.36,17.78041667,16.09375,14.14375,12.53,11.12125,9.864583333,8.846666667
2018,7,13,24.60791667,23.27125,22.37916667,21.50166667,20.72125,20.12083333,19.37041667,17.89208333,16.23791667,14.27083333,12.65291667,11.22458333,9.98125,8.955
2018,7,14,25.595,23.95125,22.94958333,21.87083333,20.94208333,20.27833333,19.47333333,17.99333333,16.3675,14.42541667,12.79916667,11.37041667,10.1,9.068333333
2018,7,15,23.45375,22.65208333,22.52125,21.89083333,21.12666667,20.48333333,19.66875,18.14666667,16.49583333,14.55291667,12.93041667,11.52,10.20458333,9.1525
2018,7,16,21.62041667,20.83666667,21.13333333,20.99916667,20.62708333,20.19791667,19.58333333,18.22375,16.60416667,14.645,13.01041667,11.57083333,10.33,9.272083333
2018,7,17,21.53375,20.75958333,20.65791667,20.43208333,20.12916667,19.80416667,19.32458333,18.17541667,16.69833333,14.79416667,13.16041667,11.72541667,10.455,9.39125
2018,7,18,22.86083333,21.74833333,21.15958333,20.60333333,20.1125,19.72375,19.20791667,18.12,16.74333333,14.92125,13.31,11.895,10.57041667,9.51
2018,7,19,22.38166667,22.06458333,21.70583333,21.05916667,20.4025,19.90125,19.27708333,18.11166667,16.74666667,14.98041667,13.39208333,11.99666667,10.66791667,9.595833333
2018,7,20,21.23958333,20.99541667,21.01291667,20.70333333,20.26416667,19.85625,19.29958333,18.15333333,16.78,15.02416667,13.4575,12.06791667,10.77833333,9.699583333
2018,7,21,22.00333333,21.10458333,20.72125,20.31291667,19.92166667,19.59166667,19.13166667,18.11375,16.81666667,15.10333333,13.55916667,12.18958333,10.89,9.805
2018,7,22,22.94291667,21.9125,21.26625,20.60125,20.01541667,19.60375,19.09291667,18.08416667,16.8475,15.19166667,13.675,12.30583333,11.02291667,9.944166667
2018,7,23,21.44083333,21.56291667,21.33375,20.85,20.30833333,19.85833333,19.28166667,18.18291667,16.91875,15.27458333,13.77666667,12.41833333,11.1125,10.0225
2018,7,24,20.46166667,20.48416667,20.52583333,20.34166667,20.03833333,19.71458333,19.26666667,18.255,17.00375,15.36625,13.88875,12.54541667,11.25166667,10.155
2018,7,25,19.77833333,19.73541667,20.1025,20.02,19.76833333,19.485,19.09375,18.18708333,17.00916667,15.41541667,13.96083333,12.62875,11.35916667,10.26875
2018,7,26,18.27291667,18.375,19.01958333,19.30458333,19.305,19.14333333,18.85458333,18.05041667,16.94083333,15.40041667,13.97541667,12.66041667,11.43,10.335
2018,7,27,19.76958333,19.09,18.95958333,18.92625,18.8775,18.76958333,18.56625,17.92416667,16.92666667,15.46333333,14.07333333,12.77833333,11.54083333,10.4525
2018,7,28,20.27,19.72083333,19.46666667,19.17708333,18.91416667,18.70333333,18.42041667,17.76875,16.84416667,15.46333333,14.12291667,12.85208333,11.63083333,10.54625
2018,7,29,21.19041667,20.36875,19.95708333,19.48916667,19.08916667,18.80125,18.43041667,17.69875,16.76291667,15.43041667,14.1375,12.87875,11.70791667,10.63625
2018,7,30,22.11041667,21.02958333,20.465,19.86958333,19.36625,19.00833333,18.56458333,17.73583333,16.76083333,15.43625,14.17625,12.94125,11.78083333,10.71958333
2018,7,31,22.46666667,21.36166667,20.94041667,20.28166667,19.6825,19.26208333,18.74375,17.82375,16.78708333,15.4475,14.19708333,13.03291667,11.84833333,10.79125
2018,8,1,17.71375,18.52833333,19.70333333,19.93125,19.71125,19.38,18.90833333,17.95625,16.86666667,15.4975,14.25208333,13.12291667,11.89958333,10.85625
2018,8,2,18.09083333,17.90291667,18.36625,18.72416667,18.87708333,18.83541667,18.64541667,17.96,16.9375,15.55375,14.29291667,13.15125,11.97166667,10.94958333
2018,8,3,21.26291667,20.09666667,19.45583333,19.035,18.75416667,18.575,18.32125,17.735,16.85166667,15.54166667,14.29583333,13.16041667,11.99833333,10.98791667
2018,8,4,22.93083333,21.57708333,20.63166667,19.8125,19.205,18.83291667,18.39708333,17.65458333,16.76916667,15.51291667,14.29291667,13.155,12.05083333,11.03583333
2018,8,5,22.29708333,21.17166667,20.78666667,20.16,19.57458333,19.15541667,18.65375,17.77791667,16.8175,15.55833333,14.36916667,13.25625,12.10958333,11.11083333
2018,8,6,21.46041667,20.62875,20.46416667,20.06708333,19.6175,19.24083333,18.76375,17.86125,16.84625,15.55416667,14.36875,13.27291667,12.16541667,11.16708333
2018,8,7,22.68375,21.29333333,20.64541667,20.08416667,19.62208333,19.27583333,18.83125,17.95875,16.93333333,15.62083333,14.42791667,13.33583333,12.22166667,11.24833333
2018,8,8,23.51041667,22.19208333,21.44375,20.64375,19.97041667,19.51708333,18.97625,18.03791667,16.99666667,15.67416667,14.47625,13.39083333,12.26291667,11.29083333
2018,8,9,23.00875,21.88708333,21.3625,20.73875,20.15583333,19.71666667,19.16666667,18.16625,17.06375,15.70875,14.49958333,13.40375,12.32125,11.35833333
2018,8,10,23.42,22.40833333,21.7175,20.97458333,20.33541667,19.88166667,19.3225,18.31041667,17.18833333,15.80375,14.58416667,13.49291667,12.3725,11.41708333
2018,8,11,23.47916667,22.49208333,21.8475,21.14833333,20.52125,20.06291667,19.49083333,18.44833333,17.3,15.885,14.64958333,13.55291667,12.42916667,11.48333333
2018,8,12,25.55,23.80583333,22.59375,21.57375,20.78,20.2625,19.64416667,18.56625,17.39125,15.95208333,14.69375,13.58958333,12.475,11.5275
2018,8,13,24.78416667,23.65541667,23.06041667,22.10708333,21.2325,20.62833333,19.92166667,18.74,17.50875,16.04208333,14.77166667,13.66708333,12.5275,11.57708333
2018,8,14,20.62583333,20.70083333,21.48916667,21.47458333,21.11083333,20.685,20.095,18.935,17.65666667,16.14166667,14.84791667,13.72458333,12.60166667,11.64125
2018,8,15,19.74458333,19.66,20.13958333,20.36083333,20.3575,20.19166667,19.86666667,18.97541667,17.79,16.26083333,14.94416667,13.795,12.68166667,11.7225
2018,8,16,20.85666667,19.98458333,20.08791667,20.07208333,19.96583333,19.81083333,19.5425,18.83208333,17.79875,16.33833333,15.02041667,13.85583333,12.74875,11.79333333
2018,8,17,20.92083333,20.52166667,20.46125,20.23708333,19.97458333,19.74625,19.42291667,18.7275,17.77291667,16.41083333,15.125,13.98666667,12.80541667,11.83916667
2018,8,18,21.64875,20.79958333,20.45208333,20.1625,19.89583333,19.67208333,19.3475,18.65166667,17.71708333,16.39541667,15.14083333,14.00125,12.8675,11.9025
2018,8,19,18.92791667,19.76625,20.40666667,20.34166667,20.0475,19.76333333,19.38333333,18.64791667,17.73166667,16.45958333,15.23875,14.12708333,12.925,11.97333333
2018,8,20,17.18666667,17.63041667,18.59875,19.16,19.38041667,19.35375,19.2,18.61666667,17.73416667,16.47375,15.27291667,14.16208333,13.00208333,12.05291667
2018,8,21,18.02333333,17.82791667,18.215,18.54791667,18.7525,18.78333333,18.74208333,18.37416667,17.64,16.45625,15.2775,14.17291667,13.055,12.10333333
2018,8,22,18.28666667,17.79833333,18.11,18.35208333,18.48958333,18.49916667,18.45083333,18.135,17.50625,16.42083333,15.29291667,14.20166667,13.10791667,12.16666667
2018,8,23,19.81916667,19.09333333,18.77166667,18.61125,18.51416667,18.44083333,18.32458333,17.99416667,17.41,16.41458333,15.34958333,14.31708333,13.16333333,12.23333333
2018,8,24,20.64875,20.35708333,19.86,19.31291667,18.9025,18.65916667,18.37666667,17.90416667,17.28708333,16.33125,15.30666667,14.29666667,13.19166667,12.265
2018,8,25,20.3725,20.04208333,19.88541667,19.53,19.17208333,18.9075,18.57833333,17.98291667,17.28666667,16.31416667,15.32625,14.35666667,13.2425,12.32958333
2018,8,26,18.9025,18.67375,19.12875,19.24625,19.12916667,18.93875,18.64916667,18.03833333,17.29875,16.29875,15.31166667,14.35875,13.28583333,12.38083333
2018,8,27,14.6875,16.27166667,17.79666667,18.48541667,18.70166667,18.6675,18.52708333,18.04833333,17.34291667,16.33166667,15.35,14.4125,13.32875,12.43416667
2018,8,28,14.60208333,15.3975,16.45375,17.28625,17.79125,17.97125,18.0625,17.84791667,17.2725,16.31,15.33541667,14.40041667,13.35375,12.47208333
2018,8,29,16.35833333,16.25333333,16.58541667,16.96125,17.27875,17.43875,17.56583333,17.51541667,17.11083333,16.25458333,15.31416667,14.38166667,13.385,12.5025
2018,8,30,18.345,17.51291667,17.30291667,17.26541667,17.29208333,17.31541667,17.33291667,17.24666667,16.91416667,16.16958333,15.28666667,14.37791667,13.40458333,12.54041667
2018,8,31,20.10625,19.42166667,18.65083333,18.06916667,17.7175,17.55125,17.39291667,17.15291667,16.79291667,16.11541667,15.30166667,14.45333333,13.42625,12.56958333
2018,9,1,18.475,18.60708333,18.57416667,18.3475,18.08083333,17.8725,17.61875,17.18958333,16.70708333,15.99916667,15.20875,14.36333333,13.45791667,12.61208333
2018,9,2,17.56458333,17.87916667,18.20291667,18.17041667,18.0275,17.86916667,17.66708333,17.24541667,16.71833333,15.97375,15.19583333,14.38666667,13.47041667,12.63625
2018,9,3,17.39083333,16.85416667,17.12875,17.43375,17.59791667,17.60125,17.54,17.22291667,16.71083333,15.94833333,15.17166667,14.36666667,13.48916667,12.67958333
2018,9,4,19.88291667,18.93541667,18.50041667,18.035,17.72083333,17.55875,17.3975,17.09666667,16.6475,15.91625,15.14541667,14.36583333,13.47583333,12.6725
2018,9,5,16.07666667,16.59291667,17.47708333,17.79083333,17.825,17.72333333,17.55333333,17.15458333,16.64541667,15.91208333,15.155,14.3775,13.515,12.71791667
2018,9,6,14.25416667,14.89666667,16.00458333,16.74625,17.14583333,17.26083333,17.29166667,17.07208333,16.60958333,15.87666667,15.12666667,14.36916667,13.51958333,12.75333333
2018,9,7,15.22833333,15.615,16.06208333,16.47083333,16.76083333,16.88916667,16.96666667,16.89875,16.54833333,15.86708333,15.12583333,14.37458333,13.52041667,12.76125
2018,9,8,15.96666667,15.96833333,16.22375,16.43125,16.59166667,16.67625,16.74208333,16.71166667,16.43958333,15.83416667,15.11958333,14.38125,13.53291667,12.77958333
2018,9,9,17.36166667,16.53708333,16.42291667,16.46416667,16.5325,16.57125,16.59333333,16.53541667,16.29208333,15.74541667,15.07166667,14.35125,13.54166667,12.79458333
2018,9,10,18.13541667,17.61416667,17.27916667,16.97,16.77375,16.67333333,16.58125,16.43,16.16708333,15.645,15.00583333,14.29333333,13.55791667,12.8075
2018,9,11,19.36083333,18.1275,17.53166667,17.15958333,16.93958333,16.81166667,16.67791667,16.435,16.1225,15.60583333,15.00041667,14.32958333,13.56375,12.83625
2018,9,12,15.53,15.98208333,16.89333333,17.17291667,17.14416667,17.0225,16.85166667,16.52,16.14375,15.60541667,15.01375,14.37541667,13.57625,12.87333333
2018,9,13,17.94958333,17.44625,17.17958333,16.99416667,16.8975,16.83458333,16.74291667,16.49916667,16.12125,15.55208333,14.95333333,14.3325,13.54916667,12.85458333
2018,9,14,15.40583333,15.79333333,16.38583333,16.70875,16.82083333,16.8025,16.72916667,16.47916667,16.10125,15.52375,14.91833333,14.28583333,13.55958333,12.88
2018,9,15,17.27,16.65,16.47166667,16.485,16.53083333,16.54166667,16.52541667,16.37083333,16.04333333,15.47708333,14.87625,14.24458333,13.55,12.87875
2018,9,16,20.4175,18.99625,17.9725,17.2675,16.86916667,16.69875,16.53916667,16.30875,15.99375,15.46375,14.87875,14.26875,13.53958333,12.87666667
2018,9,17,12.77,14.5975,16.17166667,16.87458333,17.01875,16.93,16.76666667,16.40541667,16.0025,15.46041667,14.88333333,14.28833333,13.55541667,12.90083333
2018,9,18,13.08125,13.815,14.66166667,15.48041667,16.02833333,16.24708333,16.3925,16.32375,15.98458333,15.41333333,14.82666667,14.21333333,13.55375,12.905
2018,9,19,12.89291667,13.54125,14.3225,15.01,15.47833333,15.7125,15.92083333,16.04291667,15.87166667,15.37791667,14.80416667,14.20083333,13.55125,12.91666667
2018,9,20,10.93416667,12.0825,13.415,14.41375,15.0275,15.31791667,15.57958333,15.79541667,15.7375,15.35916667,14.83333333,14.2625,13.54583333,12.92125
2018,9,21,10.92916667,11.55458333,12.43333333,13.39958333,14.16375,14.59375,15.01666667,15.43958333,15.51625,15.22791667,14.74541667,14.17458333,13.54875,12.92333333
2018,9,22,11.15166667,11.79041667,12.54958333,13.23416667,13.78791667,14.14125,14.54208333,15.05041667,15.27333333,15.12833333,14.72333333,14.2,13.55291667,12.93791667
2018,9,23,9.450791667,10.42583333,11.74291667,12.81625,13.51458333,13.88208333,14.26625,14.75333333,15.02375,14.98583333,14.66125,14.18708333,13.54875,12.95583333
2018,9,24,10.38958333,11.04,11.8425,12.59625,13.18875,13.54416667,13.94666667,14.48166667,14.79958333,14.83541667,14.57791667,14.15416667,13.54041667,12.96291667
2018,9,25,10.27958333,10.96083333,11.67,12.36166667,12.91791667,13.2625,13.64916667,14.19291667,14.54125,14.63583333,14.43458333,14.04291667,13.51708333,12.95375
2018,9,26,9.209458333,10.04916667,11.03166667,11.92375,12.57875,12.95666667,13.37833333,13.95416667,14.34583333,14.50541667,14.36,14.02833333,13.4825,12.94333333
2018,9,27,9.161333333,9.998333333,10.905,11.68708333,12.2825,12.65166667,13.07291667,13.68583333,14.1225,14.33708333,14.24625,13.95375,13.455,12.93833333
2018,9,28,6.967166667,8.426,9.889583333,11.0425,11.84041667,12.2825,12.76541667,13.42583333,13.89958333,14.16708333,14.12958333,13.87416667,13.41708333,12.92625
2018,9,29,5.59075,6.809166667,8.37975,9.8775,10.97458333,11.5875,12.23958333,13.07416667,13.6425,13.97166667,13.97416667,13.75375,13.365,12.90708333
2018,9,30,6.391416667,7.339541667,8.492083333,9.6025,10.49416667,11.06416667,11.70791667,12.65083333,13.34958333,13.78791667,13.84875,13.66916667,13.30833333,12.86916667
2018,10,1,7.744583333,8.1075,8.674583333,9.480833333,10.22875,10.74125,11.34375,12.26458333,13.02625,13.55416667,13.68166667,13.54458333,13.24291667,12.83208333
2018,10,2,9.613791667,9.456666667,9.52875,9.88125,10.31833333,10.68583333,11.15958333,11.98375,12.73875,13.32208333,13.5175,13.43,13.17458333,12.79541667
2018,10,3,8.140583333,9.209833333,10.005,10.435,10.72375,10.94208333,11.24916667,11.88708333,12.55708333,13.16541667,13.4125,13.39375,13.10916667,12.75083333
2018,10,4,5.26875,6.476208333,7.87125,9.15625,10.07458333,10.56041667,11.07333333,11.77,12.36958333,12.9275,13.1925,13.1875,13.0375,12.70666667
2018,10,5,4.718541667,5.920375,7.270083333,8.48875,9.412916667,9.97,10.60208333,11.50083333,12.22708333,12.8275,13.11916667,13.16416667,12.96666667,12.67791667
2018,10,6,4.282958333,5.269375,6.501666667,7.719125,8.698333333,9.316666667,10.02583333,11.05875,11.91583333,12.60916667,12.9375,13.00916667,12.88166667,12.61666667
2018,10,7,5.293,5.887291667,6.70675,7.616208333,8.415,8.959583333,9.620833333,10.66541667,11.60041667,12.38916667,12.77458333,12.88166667,12.79875,12.55791667
2018,10,8,5.954583333,6.401041667,7.062708333,7.788,8.4275,8.871666667,9.43125,10.3875,11.31666667,12.16291667,12.61083333,12.75791667,12.71041667,12.49625
2018,10,9,5.623041667,6.264,7.055458333,7.793958333,8.400833333,8.810416667,9.315416667,10.19541667,11.07583333,11.94583333,12.4425,12.64041667,12.6275,12.44166667
2018,10,10,2.481708333,3.987,5.739541667,7.150208333,8.083083333,8.59125,9.154583333,10.03,10.87041667,11.72958333,12.25375,12.48958333,12.52958333,12.37416667
2018,10,11,1.81675,3.141833333,4.682375,6.155916667,7.279708333,7.942166667,8.685833333,9.755,10.67208333,11.54958333,12.09625,12.36375,12.43375,12.30791667
2018,10,12,0.720625,1.98975,3.72625,5.39,6.626333333,7.347083333,8.150458333,9.337083333,10.36041667,11.29166667,11.85916667,12.11875,12.34625,12.24791667
2018,10,13,3.070208333,3.541,4.276083333,5.272166667,6.220041667,6.892083333,7.681375,8.94375,10.08416667,11.12416667,11.75583333,12.09333333,12.23458333,12.16708333
2018,10,14,1.676166667,2.643166667,3.888583333,5.085208333,6.035625,6.648666667,7.3825,8.592083333,9.7675,10.89375,11.58708333,11.96541667,12.13375,12.09791667
2018,10,15,2.264708333,2.7205,3.599,4.730708333,5.705958333,6.34075,7.0895,8.297083333,9.471666667,10.62625,11.36583333,11.7625,12.02208333,12.01041667
2018,10,16,3.168875,3.647833333,4.276583333,5.010125,5.711541667,6.232041667,6.894208333,8.067541667,9.245833333,10.44208333,11.22333333,11.67833333,11.91208333,11.9325
2018,10,17,3.547708333,3.820041667,4.326041667,5.065125,5.75,6.229416667,6.823458333,7.891375,8.99625,10.17041667,10.97166667,11.42625,11.79875,11.8375
2018,10,18,6.9955,5.965708333,5.318458333,5.432333333,5.838291667,6.230375,6.761541667,7.769291667,8.835416667,9.998333333,10.81791667,11.31,11.68375,11.75791667
