"","month","day","year","avg.temp","penman.pet","rainfall","discharge","snow.depth"
"1",10,1,2003,2.023,2.007,0,"536",0
"2",10,2,2003,7.024,3.378,0,"476",0
"3",10,3,2003,11.646,2.87,0,"429",0
"4",10,4,2003,12.214,2.616,0,"405",0
"5",10,5,2003,13.402,3.404,0,"385",0
"6",10,6,2003,15.267,3.835,0,"363",0
"7",10,7,2003,16.498,4.47,0,"376",0
"8",10,8,2003,17.665,3.683,0,"361",0
"9",10,9,2003,18.555,3.937,0,"373",0
"10",10,10,2003,20.255,3.658,0,"405",0
"11",10,11,2003,12.104,2.616,10.592,"520",0
"12",10,12,2003,9.707,1.956,0,"566",0
"13",10,13,2003,10.878,3.378,0,"640",0
"14",10,14,2003,8.128,2.362,0,"654",0
"15",10,15,2003,4.211,2.565,2.286,"745",0
"16",10,16,2003,3.854,1.6,0,"699",0
"17",10,17,2003,5.49,1.88,0,"593",0
"18",10,18,2003,10.811,2.388,0,"578",0
"19",10,19,2003,12.739,3.734,0,"535",0
"20",10,20,2003,12.52,5.359,0,"517",0
"21",10,21,2003,9.303,1.168,0.254,"541",0
"22",10,22,2003,10.871,4.14,0,"571",0
"23",10,23,2003,5.538,1.549,0.254,"625",0
"24",10,24,2003,9.525,3.861,0.254,"653",0
"25",10,25,2003,1.774,2.261,0,"621",0
"26",10,26,2003,1.016,1.219,0,"634",0
"27",10,27,2003,3.965,0.711,7.62,"606",0
"28",10,28,2003,0.342,0.584,1.27,"603",0
"29",10,29,2003,0.413,0.381,NA,"599",0
"30",10,30,2003,0.751,0.203,NA,"593",0
"31",10,31,2003,-3.477,0.991,NA,"579",0
"32",11,1,2003,-4.871,0.686,NA,"653",0
"33",11,2,2003,-4.191,0.787,NA,"628",0
"34",11,3,2003,-7.815,0.533,NA,"676",0
"35",11,4,2003,-4.645,0.178,NA,"665",0
"36",11,5,2003,-10.717,0.635,NA,"637",28
"37",11,6,2003,-11.735,0.864,NA,"616",24
"38",11,7,2003,-17.205,0.483,NA,"615",21
"39",11,8,2003,-14.993,0.838,NA,"648",19
"40",11,9,2003,-6.033,0.381,NA,"646",16
"41",11,10,2003,-1.322,0.025,NA,"563",15
"42",11,11,2003,0.403,0.61,NA,"573",16
"43",11,12,2003,-4.734,0.864,NA,"648",16
"44",11,13,2003,-6.321,1.041,NA,"673",39
"45",11,14,2003,-2.496,0.279,NA,"679",61
"46",11,15,2003,-2.758,0.025,NA,"687",57
"47",11,16,2003,-0.887,0,NA,"695",55
"48",11,17,2003,3.766,0.127,NA,"702",13
"49",11,18,2003,1.375,0.457,NA,"772",0
"50",11,19,2003,1.636,0.533,NA,"791",0
"51",11,20,2003,-0.433,1.067,NA,"859",0
"52",11,21,2003,-7.701,0.508,NA,"977",0
"53",11,22,2003,-7.786,0.584,NA,"875",0
"54",11,23,2003,-10.51,0.686,NA,"680",0
"55",11,24,2003,-10.779,0.762,NA,"429",0
"56",11,25,2003,-8.627,0.483,NA,"530",0
"57",11,26,2003,-8.85,0.381,NA,"633",16
"58",11,27,2003,-7.981,0.533,NA,"646",14
"59",11,28,2003,-10.321,0.457,NA,"611",12
"60",11,29,2003,-2.409,0.737,NA,"517",10
"61",11,30,2003,-1.303,0.889,NA,"460",0
"62",12,1,2003,-7.216,1.194,NA,"494",0
"63",12,2,2003,-6.515,0.838,NA,"515",0
"64",12,3,2003,-2.391,0.737,NA,"526",0
"65",12,4,2003,-1.988,0.229,NA,"502",0
"66",12,5,2003,-7.022,0.356,NA,"617",15
"67",12,6,2003,-5.019,0.381,NA,"557",12
"68",12,7,2003,-2.267,0.178,NA,"519",10
"69",12,8,2003,-6.639,0.432,NA,"529",9
"70",12,9,2003,-14.88,0.229,NA,"529",40
"71",12,10,2003,-17.6,0.33,NA,"527",38
"72",12,11,2003,-21.465,0.203,NA,"524",36
"73",12,12,2003,-13.335,0.432,NA,"524",35
"74",12,13,2003,-6.006,0.305,NA,"506",34
"75",12,14,2003,-5.147,0.305,NA,"483",32
"76",12,15,2003,-6.337,0.356,NA,"459",31
"77",12,16,2003,-11.95,0.254,NA,"460",77
"78",12,17,2003,-11.243,0.178,NA,"462",72
"79",12,18,2003,-5.628,0.813,NA,"445",69
"80",12,19,2003,-9.471,0.229,NA,"428",64
"81",12,20,2003,-3.294,0.381,NA,"402",62
"82",12,21,2003,-1.089,0.762,NA,"434",59
"83",12,22,2003,-3.782,0.686,NA,"475",12
"84",12,23,2003,-6.319,0.203,NA,"526",11
"85",12,24,2003,-5.927,0.203,NA,"532",11
"86",12,25,2003,-3.123,0.483,NA,"524",11
"87",12,26,2003,-2.147,0.203,NA,"508",10
"88",12,27,2003,1.827,0,NA,"516",10
"89",12,28,2003,-1.909,0.305,NA,"560",3
"90",12,29,2003,-9.693,0.381,NA,"580",16
"91",12,30,2003,-13.325,0.178,NA,"580",15
"92",12,31,2003,-19.19,0.203,NA,"580",44
"93",1,1,2004,-10.958,0.356,NA,"580",41
"94",1,2,2004,-10.885,0.254,NA,"590",36
"95",1,3,2004,-19,0.508,NA,"600",50
"96",1,4,2004,-24.115,0.254,NA,"600",49
"97",1,5,2004,-24.775,0.457,NA,"600",47
"98",1,6,2004,-16.05,0.559,NA,"590",101
"99",1,7,2004,-16.66,0.279,NA,"580",95
"100",1,8,2004,-16.585,0.356,NA,"570",93
"101",1,9,2004,-10.535,0.152,NA,"560",89
"102",1,10,2004,-5.687,0.076,NA,"550",86
"103",1,11,2004,-8.028,0.127,NA,"530",85
"104",1,12,2004,-8.031,0.762,NA,"520",87
"105",1,13,2004,-13.729,0.533,NA,"510",84
"106",1,14,2004,-12.646,0.584,NA,"500",83
"107",1,15,2004,-11.248,0.61,NA,"500",89
"108",1,16,2004,-4.969,0.432,NA,"500",96
"109",1,17,2004,-14.141,1.219,NA,"498",93
"110",1,18,2004,-23.89,0.254,NA,"498",90
"111",1,19,2004,-18.805,0.305,NA,"497",89
"112",1,20,2004,-8.906,0.737,NA,"497",87
"113",1,21,2004,-13.372,1.6,NA,"485",89
"114",1,22,2004,-20.93,0.381,NA,"477",88
"115",1,23,2004,-19.23,0.432,NA,"493",86
"116",1,24,2004,-21.32,0.33,NA,"487",106
"117",1,25,2004,-14.27,0.279,NA,"470",104
"118",1,26,2004,-22.22,0.432,NA,"460",244
"119",1,27,2004,-28.225,0.229,NA,"455",245
"120",1,28,2004,-33.455,0.152,NA,"450",426
"121",1,29,2004,-34.44,0.102,NA,"450",403
"122",1,30,2004,-33.855,0.102,NA,"445",387
"123",1,31,2004,-24.765,0.229,NA,"435",375
"124",2,1,2004,-22.8,0.203,NA,"430",364
"125",2,2,2004,-23.355,0.279,NA,"430",354
"126",2,3,2004,-26.665,0.254,NA,"440",348
"127",2,4,2004,-21.355,0.787,NA,"450",245
"128",2,5,2004,-7.787,0.508,NA,"455",241
"129",2,6,2004,-17.575,0.686,NA,"444",255
"130",2,7,2004,-22.39,0.381,NA,"444",249
"131",2,8,2004,-8.761,0.914,NA,"444",245
"132",2,9,2004,-10.569,0.914,NA,"472",239
"133",2,10,2004,-16.1,0.635,NA,"472",243
"134",2,11,2004,-16.34,0.787,NA,"472",247
"135",2,12,2004,-17.425,0.914,NA,"470",242
"136",2,13,2004,-11.512,1.346,NA,"455",199
"137",2,14,2004,-23.66,0.279,NA,"450",197
"138",2,15,2004,-22.61,0.533,NA,"455",195
"139",2,16,2004,-12.424,1.041,NA,"470",193
"140",2,17,2004,-14.242,1.168,NA,"470",194
"141",2,18,2004,-4.992,1.143,NA,"470",187
"142",2,19,2004,-0.947,0.406,NA,"470",185
"143",2,20,2004,-2.179,0.635,NA,"465",184
"144",2,21,2004,-8.75,0.737,NA,"460",183
"145",2,22,2004,-3.701,0.483,NA,"465",182
"146",2,23,2004,-1.585,0.737,NA,"465",182
"147",2,24,2004,-2.442,0.61,NA,"481",188
"148",2,25,2004,-1.499,0.914,NA,"499",180
"149",2,26,2004,-0.699,1.27,NA,"510",173
"150",2,27,2004,1.62,1.575,NA,"523",170
"151",2,28,2004,-0.073,1.041,NA,"536",116
"152",2,29,2004,-0.113,0.152,NA,"543",114
"153",3,1,2004,-0.756,0.203,NA,"550",115
"154",3,2,2004,-4.34,0.711,NA,"557",86
"155",3,3,2004,-12.207,0.813,NA,"567",112
"156",3,4,2004,-13.336,0.686,NA,"570",139
"157",3,5,2004,-4.601,0.686,NA,"635",139
"158",3,6,2004,-5.289,1.143,NA,"700",158
"159",3,7,2004,-7.702,1.524,NA,"725",157
"160",3,8,2004,-3.967,1.88,NA,"760",155
"161",3,9,2004,-2.487,1.727,NA,"800",171
"162",3,10,2004,-6.879,2.083,NA,"830",104
"163",3,11,2004,-15.94,0.711,NA,"840",82
"164",3,12,2004,-7.876,1.473,NA,"850",81
"165",3,13,2004,-0.347,1.397,NA,"890",79
"166",3,14,2004,-4.789,1.549,NA,"1020",70
"167",3,15,2004,-6.994,1.219,NA,"1120",72
"168",3,16,2004,-2.13,0.889,NA,"1240",71
"169",3,17,2004,-3.234,1.372,NA,"1350",104
"170",3,18,2004,-1.749,1.397,NA,"1480",104
"171",3,19,2004,2.516,2.337,NA,"1560",104
"172",3,20,2004,-4.325,2.21,NA,"1710",26
"173",3,21,2004,-9.282,1.168,NA,"1890",19
"174",3,22,2004,-1.939,2.083,NA,"2240",19
"175",3,23,2004,-2.471,2.134,NA,"2650",13
"176",3,24,2004,4.988,1.854,NA,"3220",12
"177",3,25,2004,6.232,2.083,NA,"4280",0
"178",3,26,2004,-0.928,1.981,NA,"7680",0
"179",3,27,2004,6.596,0.584,NA,"15400",0
"180",3,28,2004,5.248,1.829,NA,"19400",0
"181",3,29,2004,-0.343,1.626,NA,"29100",0
"182",3,30,2004,1.297,2.54,NA,"31200",0
"183",3,31,2004,4.881,2.896,NA,"32900",0
"184",4,1,2004,6.567,3.378,0,"32800",0
"185",4,2,2004,6.885,2.87,0,"31100",0
"186",4,3,2004,2.426,3.023,0,"28800",0
"187",4,4,2004,4.559,3.327,0,"25000",0
"188",4,5,2004,10.099,4.699,0,"21500",0
"189",4,6,2004,9.611,3.81,0,"16700",0
"190",4,7,2004,5.89,2.108,0.762,"13900",0
"191",4,8,2004,1.226,2.565,0,"11700",0
"192",4,9,2004,-0.958,1.676,0,"10300",0
"193",4,10,2004,-2.579,2.667,0,"9820",0
"194",4,11,2004,-1.438,1.346,0,"9850",0
"195",4,12,2004,3.924,3.2,0,"9860",0
"196",4,13,2004,5.296,2.235,0,"8710",0
"197",4,14,2004,5.866,4.674,0,"7560",0
"198",4,15,2004,3.705,2.032,0,"6990",0
"199",4,16,2004,6.507,2.692,0,"6830",0
"200",4,17,2004,4.239,2.413,0,"6650",0
"201",4,18,2004,7.429,1.778,2.286,"6640",0
"202",4,19,2004,6.32,3.353,0,"6590",0
"203",4,20,2004,7.751,0.94,1.778,"6490",0
"204",4,21,2004,3.444,3.734,0,"6480",0
"205",4,22,2004,4.406,4.547,0,"6450",0
"206",4,23,2004,4.347,4.547,0,"6450",0
"207",4,24,2004,9.002,8.331,0,"5840",0
"208",4,25,2004,9.555,6.807,0.254,"5630",0
"209",4,26,2004,4.52,4.775,0,"5280",0
"210",4,27,2004,14.799,7.188,0,"4860",0
"211",4,28,2004,14.368,8.814,0,"4670",0
"212",4,29,2004,4.527,6.121,0,"4570",0
"213",4,30,2004,7.501,6.553,0,"4050",0
"214",5,1,2004,4.747,3.988,0,"3690",0
"215",5,2,2004,3.986,5.283,0,"3440",0
"216",5,3,2004,11.141,7.544,0,"3190",0
"217",5,4,2004,7.219,6.858,0,"3100",0
"218",5,5,2004,15.716,10.389,0.508,"2950",0
"219",5,6,2004,7.083,5.842,0,"2830",0
"220",5,7,2004,11.001,7.899,0,"2370",0
"221",5,8,2004,15.294,7.087,0,"2240",0
"222",5,9,2004,17.53,6.198,3.556,"2090",0
"223",5,10,2004,8.524,7.544,0,"2000",0
"224",5,11,2004,4.996,1.27,14.732,"1890",0
"225",5,12,2004,3.731,1.219,6.096,"2670",0
"226",5,13,2004,1.399,2.108,0,"8130",0
"227",5,14,2004,5.015,3.785,0,"12700",0
"228",5,15,2004,7.877,2.565,12.192,"15200",0
"229",5,16,2004,7.226,3.708,0,"14700",0
"230",5,17,2004,10.947,5.385,0,"11100",0
"231",5,18,2004,14.331,7.417,0,"9650",0
"232",5,19,2004,16.08,3.251,8.128,"8440",0
"233",5,20,2004,10.703,5.969,0,"7670",0
"234",5,21,2004,12.83,5.588,0,"7720",0
"235",5,22,2004,14.015,5.817,0,"7740",0
"236",5,23,2004,11.865,4.521,0,"6990",0
"237",5,24,2004,9.555,1.346,6.858,"6340",0
"238",5,25,2004,9.269,2.642,0.254,"5930",0
"239",5,26,2004,15.391,6.477,0,"5520",0
"240",5,27,2004,11.311,5.258,0,"5450",0
"241",5,28,2004,14.053,7.036,0,"5300",0
"242",5,29,2004,18.33,4.394,20.091,"5150",0
"243",5,30,2004,14.005,0.406,33.071,"5840",0
"244",5,31,2004,12.935,0.914,5.918,"12100",0
"245",6,1,2004,12.935,1.524,0.508,"17700",0
"246",6,2,2004,16.71,5.385,0,"21200",0
"247",6,3,2004,19.01,4.242,0,"21900",0
"248",6,4,2004,19.325,7.163,0,"20700",0
"249",6,5,2004,21.42,6.731,0,"19100",0
"250",6,6,2004,19.155,8.103,0.254,"17600",0
"251",6,7,2004,23.255,9.881,6.35,"16600",0
"252",6,8,2004,15.57,5.867,0,"15400",0
"253",6,9,2004,14.93,5.105,0,"14700",0
"254",6,10,2004,18.435,7.823,0,"13200",0
"255",6,11,2004,17.357,4.064,9.144,"12200",0
"256",6,12,2004,19.48,7.112,0,"11000",0
"257",6,13,2004,15.975,4.013,0,"10000",0
"258",6,14,2004,14.625,4.166,0,"9530",0
"259",6,15,2004,13.55,2.413,0.508,"9180",0
"260",6,16,2004,15.57,5.436,0,"8840",0
"261",6,17,2004,16.829,7.874,0,"8280",0
"262",6,18,2004,12.035,7.087,0,"7740",0
"263",6,19,2004,13.426,9.195,0,"7230",0
"264",6,20,2004,19.249,10.033,0,"6870",0
"265",6,21,2004,13.837,5.512,0,"6430",0
"266",6,22,2004,13.333,6.02,0,"6150",0
"267",6,23,2004,10.042,5.359,3.81,"5680",0
"268",6,24,2004,11.316,6.401,0.254,"5390",0
"269",6,25,2004,13.142,4.75,0,"4990",0
"270",6,26,2004,13.939,4.801,0,"4730",0
"271",6,27,2004,17.81,6.883,0,"4440",0
"272",6,28,2004,20.395,10.135,0,"3970",0
"273",6,29,2004,21.92,8.712,0,"3670",0
"274",6,30,2004,21.115,7.518,0,"3460",0
"275",7,1,2004,17.975,7.239,0,"3300",0
"276",7,2,2004,20.33,3.302,6.35,"3320",0
"277",7,3,2004,23.98,4.547,3.556,"3280",0
"278",7,4,2004,14.91,2.134,0,"3180",0
"279",7,5,2004,13.605,1.499,6.858,"3050",0
"280",7,6,2004,12.38,0.94,8.89,"3100",0
"281",7,7,2004,13.493,4.724,0,"3100",0
"282",7,8,2004,14.745,1.6,9.144,"3160",0
"283",7,9,2004,20.265,5.613,0.254,"3540",0
"284",7,10,2004,20.845,3.683,4.064,"3410",0
"285",7,11,2004,22.665,5.512,0.254,"3390",0
"286",7,12,2004,22.96,7.087,3.556,"3730",0
"287",7,13,2004,20.82,6.223,0,"5100",0
"288",7,14,2004,20.59,5.055,0,"7350",0
"289",7,15,2004,23.76,5.08,0,"8260",0
"290",7,16,2004,20.965,4.928,0,"8250",0
"291",7,17,2004,18.995,4.47,0,"7240",0
"292",7,18,2004,22.865,4.394,0.254,"6210",0
"293",7,19,2004,23.79,5.664,0.254,"5460",0
"294",7,20,2004,23.61,3.327,0,"4830",0
"295",7,21,2004,22.72,8.103,0,"4370",0
"296",7,22,2004,14.87,2.54,0,"3910",0
"297",7,23,2004,15.05,4.902,0,"3490",0
"298",7,24,2004,17.785,5.842,0,"3210",0
"299",7,25,2004,19.915,6.401,0,"3090",0
"300",7,26,2004,19.15,6.706,0,"2850",0
"301",7,27,2004,21.255,5.055,0,"2680",0
"302",7,28,2004,19.4,3.581,12.319,"2570",0
"303",7,29,2004,14.935,3.886,0,"2420",0
"304",7,30,2004,13.629,2.413,0,"2210",0
"305",7,31,2004,15.537,4.47,0,"2130",0
"306",8,1,2004,20.24,4.572,0,"1970",0
"307",8,2,2004,20.735,5.359,0,"1730",0
"308",8,3,2004,17.33,5.994,0,"1640",0
"309",8,4,2004,16.635,4.699,0,"1490",0
"310",8,5,2004,16.05,4.343,0,"1440",0
"311",8,6,2004,15.955,1.626,13.741,"1340",0
"312",8,7,2004,19.82,2.464,0,"1170",0
"313",8,8,2004,19.605,3.556,0,"1180",0
"314",8,9,2004,12.545,1.245,3.531,"1430",0
"315",8,10,2004,12.145,2.591,0,"1660",0
"316",8,11,2004,12.755,2.438,0,"1670",0
"317",8,12,2004,13.836,3.759,0,"1660",0
"318",8,13,2004,14.204,3.988,0,"1570",0
"319",8,14,2004,14.409,4.318,0,"1540",0
"320",8,15,2004,17.1,2.769,0,"1500",0
"321",8,16,2004,17.01,2.921,0,"1480",0
"322",8,17,2004,18.385,3.861,0,"1510",0
"323",8,18,2004,11.207,5.283,0,"1170",0
"324",8,19,2004,13.926,6.604,0,"1060",0
"325",8,20,2004,9.054,4.877,0,"1050",0
"326",8,21,2004,12.594,5.41,0,"968",0
"327",8,22,2004,12.156,3.658,0,"957",0
"328",8,23,2004,12.75,3.226,0,"873",0
"329",8,24,2004,16.54,4.521,14.478,"984",0
"330",8,25,2004,14.209,2.464,34.544,"915",0
"331",8,26,2004,17.835,2.565,1.016,"1410",0
"332",8,27,2004,13.86,2.21,0,"1660",0
"333",8,28,2004,13.292,3.556,0,"1990",0
"334",8,29,2004,16.135,3.048,5.08,"1870",0
"335",8,30,2004,15.805,3.886,0,"1450",0
"336",8,31,2004,18.14,3.886,0,"1390",0
"337",9,1,2004,17.59,3.327,0,"1070",0
"338",9,2,2004,24.63,7.112,0,"1020",0
"339",9,3,2004,19.535,1.651,0.508,"918",0
"340",9,4,2004,17.95,0.533,4.572,"933",0
"341",9,5,2004,14.45,0.381,25.4,"887",0
"342",9,6,2004,14.145,3.962,2.286,"1040",0
"343",9,7,2004,11.713,2.032,0,"1130",0
"344",9,8,2004,12.084,1.778,0,"3500",0
"345",9,9,2004,16.415,3.251,0,"4760",0
"346",9,10,2004,18.545,3.734,0,"6610",0
"347",9,11,2004,12.355,2.464,0,"6290",0
"348",9,12,2004,19.375,6.071,0,"5430",0
"349",9,13,2004,18.1,1.295,1.778,"4710",0
"350",9,14,2004,13.315,1.448,0.254,"4170",0
"351",9,15,2004,10.305,0.737,6.35,"3750",0
"352",9,16,2004,13.003,3.912,0,"3290",0
"353",9,17,2004,19.12,3.734,0,"2890",0
"354",9,18,2004,19.125,5.055,0,"2600",0
"355",9,19,2004,25.905,7.264,0,"2610",0
"356",9,20,2004,18.74,2.362,27.94,"2700",0
"357",9,21,2004,12.04,2.032,0,"2720",0
"358",9,22,2004,9.485,0.381,6.604,"2800",0
"359",9,23,2004,11.83,0.254,8.382,"3170",0
"360",9,24,2004,15.085,3.708,0.254,"3520",0
"361",9,25,2004,16.72,4.699,0,"3810",0
"362",9,26,2004,19.71,5.309,0,"4660",0
"363",9,27,2004,9.421,3.556,0,"5620",0
"364",9,28,2004,9.682,3.861,0,"6020",0
"365",9,29,2004,12.367,5.004,0,"5690",0
"366",9,30,2004,12.85,1.549,0.508,"5960",0
"367",10,1,2004,5.945,4.851,0.254,"6260",0
"368",10,2,2004,7.899,5.309,0,"5800",0
"369",10,3,2004,6.174,3.531,0,"5270",0
"370",10,4,2004,2.9,3.454,0,"4940",0
"371",10,5,2004,13.271,5.131,0,"4640",0
"372",10,6,2004,16.089,5.283,0,"4440",0
"373",10,7,2004,17.425,3.175,0,"4350",0
"374",10,8,2004,11.737,4.902,0,"4280",0
"375",10,9,2004,10.546,4.775,0,"4140",0
"376",10,10,2004,18.145,6.477,0,"3990",0
"377",10,11,2004,13.501,2.362,0,"3950",0
"378",10,12,2004,12.121,2.489,0.508,"3920",0
"379",10,13,2004,2.93,2.184,0,"3840",0
"380",10,14,2004,2.14,0.559,7.874,"3840",0
"381",10,15,2004,3.176,0.762,2.286,"3640",0
"382",10,16,2004,0.134,1.27,0,"3420",0
"383",10,17,2004,-0.152,0.737,0,"3460",0
"384",10,18,2004,3.532,1.854,0,"3470",0
"385",10,19,2004,6.402,1.168,3.556,"3320",0
"386",10,20,2004,5.776,1.219,0,"3340",0
"387",10,21,2004,10.415,0.838,0,"3320",0
"388",10,22,2004,8.644,0,3.556,"3280",0
"389",10,23,2004,4.439,0.864,1.524,"3260",0
"390",10,24,2004,2.788,0.127,2.794,"3190",0
"391",10,25,2004,4.757,1.473,0,"3230",0
"392",10,26,2004,7.717,1.473,0,"3480",0
"393",10,27,2004,4.151,0.813,0,"4410",0
"394",10,28,2004,9.895,0,11.938,"5570",0
"395",10,29,2004,9.026,0.152,14.986,"6880",0
"396",10,30,2004,3.064,0.229,3.81,"7750",0
"397",10,31,2004,2.542,0.203,0,"11100",0
"398",11,1,2004,3.823,0.533,NA,"17800",0
"399",11,2,2004,3.042,1.473,NA,"21900",0
"400",11,3,2004,6.924,2.362,NA,"23800",0
"401",11,4,2004,4.151,2.413,NA,"24100",0
"402",11,5,2004,7.452,2.464,NA,"23100",0
"403",11,6,2004,7.548,2.413,NA,"21400",0
"404",11,7,2004,0.671,1.778,NA,"19400",0
"405",11,8,2004,-0.49,1.143,NA,"16900",0
"406",11,9,2004,3.864,1.422,NA,"14100",0
"407",11,10,2004,-1.942,2.108,NA,"11900",0
"408",11,11,2004,-2.716,1.372,NA,"10400",0
"409",11,12,2004,-0.072,1.651,NA,"9630",0
"410",11,13,2004,2.2,2.311,NA,"8770",0
"411",11,14,2004,3.958,2.464,NA,"8180",0
"412",11,15,2004,3.686,1.397,NA,"7710",0
"413",11,16,2004,4.509,0.838,NA,"7410",0
"414",11,17,2004,3.458,0.432,NA,"7130",0
"415",11,18,2004,2.223,1.473,NA,"6710",0
"416",11,19,2004,-1.729,0.559,NA,"6430",0
"417",11,20,2004,-0.633,1.6,NA,"6270",0
"418",11,21,2004,-0.228,1.422,NA,"6140",0
"419",11,22,2004,1.927,1.778,NA,"5940",0
"420",11,23,2004,-3.411,1.397,NA,"5790",0
"421",11,24,2004,-5.481,0.457,NA,"5630",0
"422",11,25,2004,-4.631,0.483,NA,"5410",0
"423",11,26,2004,-5.74,0.279,NA,"4820",0
"424",11,27,2004,-7.343,0.381,NA,"4190",0
"425",11,28,2004,-8.941,0.229,NA,"3860",0
"426",11,29,2004,-5.742,1.219,NA,"3440",0
"427",11,30,2004,-3.782,0.711,NA,"3450",0
"428",12,1,2004,-9.68,0.33,NA,"3330",0
"429",12,2,2004,-12.086,0.432,NA,"2910",0
"430",12,3,2004,-0.123,1.041,NA,"2840",1
"431",12,4,2004,-3.3,2.083,NA,"2930",0
"432",12,5,2004,-8.919,0.94,NA,"3100",0
"433",12,6,2004,-2.864,0,NA,"3170",0
"434",12,7,2004,-4.155,0.178,NA,"3180",35
"435",12,8,2004,-3.986,0,NA,"3450",33
"436",12,9,2004,-2.594,0,NA,"3900",26
"437",12,10,2004,-6.916,0.051,NA,"4000",47
"438",12,11,2004,-0.707,0.559,NA,"4020",54
"439",12,12,2004,-5.213,1.473,NA,"3930",51
"440",12,13,2004,-14.885,0.356,NA,"3860",32
"441",12,14,2004,-7.622,0.889,NA,"3510",58
"442",12,15,2004,-2.59,0.406,NA,"3020",54
"443",12,16,2004,-9.355,0.762,NA,"2790",38
"444",12,17,2004,-5.146,1.956,NA,"2720",36
"445",12,18,2004,-15.456,1.448,NA,"2660",7
"446",12,19,2004,-17.285,1.118,NA,"2470",5
"447",12,20,2004,-6.74,2.235,NA,"2400",8
"448",12,21,2004,-20.41,0.508,NA,"2340",18
"449",12,22,2004,-21.43,0.305,NA,"2260",15
"450",12,23,2004,-22.47,0.279,NA,"2190",15
"451",12,24,2004,-19.29,0.508,NA,"2130",37
"452",12,25,2004,-15.035,0.356,NA,"2100",34
"453",12,26,2004,-14.54,0.508,NA,"2090",31
"454",12,27,2004,-7.255,0.178,NA,"2090",28
"455",12,28,2004,-5.416,0.229,NA,"2040",28
"456",12,29,2004,-4.351,0,NA,"2020",27
"457",12,30,2004,-4.131,0.152,NA,"2010",28
"458",12,31,2004,-12.805,0.635,NA,"1990",129
"459",1,1,2005,-13.985,0.254,NA,"1910",120
"460",1,2,2005,-20.745,0.457,NA,"1850",149
"461",1,3,2005,-24.12,0.33,NA,"1800",140
"462",1,4,2005,-25.405,0.305,NA,"1740",190
"463",1,5,2005,-31.35,0.102,NA,"1690",182
"464",1,6,2005,-24.34,0.533,NA,"1620",178
"465",1,7,2005,-17.88,0.33,NA,"1620",173
"466",1,8,2005,-17.93,0.305,NA,"1630",167
"467",1,9,2005,-15.22,0.33,NA,"1640",163
"468",1,10,2005,-23.26,0.229,NA,"1600",173
"469",1,11,2005,-21.66,0.279,NA,"1610",217
"470",1,12,2005,-11.496,0.508,NA,"1620",213
"471",1,13,2005,-23.48,0.533,NA,"1580",256
"472",1,14,2005,-27.99,0.305,NA,"1520",247
"473",1,15,2005,-25.75,0.279,NA,"1480",241
"474",1,16,2005,-29.095,0.152,NA,"1460",236
"475",1,17,2005,-26.87,0.406,NA,"1450",232
"476",1,18,2005,-7.376,1.499,NA,"1480",228
"477",1,19,2005,-13.87,0.457,NA,"1490",192
"478",1,20,2005,-12.525,0.127,NA,"1500",187
"479",1,21,2005,-12.579,0.559,NA,"1500",185
"480",1,22,2005,-20.325,0.33,NA,"1480",272
"481",1,23,2005,-11.356,1.067,NA,"1460",262
"482",1,24,2005,-3.882,0.33,NA,"1470",252
"483",1,25,2005,-6.128,0.991,NA,"1530",233
"484",1,26,2005,-18.665,0.356,NA,"1620",226
"485",1,27,2005,-13.642,1.295,NA,"1640",252
"486",1,28,2005,-2.211,0.254,NA,"1670",247
"487",1,29,2005,-7.787,0.61,NA,"1730",242
"488",1,30,2005,-5.238,0.533,NA,"1820",238
"489",1,31,2005,-1.13,0.102,NA,"1990",234
"490",2,1,2005,-1.333,0.483,NA,"2120",231
"491",2,2,2005,-3.909,0.686,NA,"2220",131
"492",2,3,2005,-0.32,0.787,NA,"2310",129
"493",2,4,2005,-5.916,0.965,NA,"2300",127
"494",2,5,2005,-9.618,0.483,NA,"2270",125
"495",2,6,2005,-16.62,0.762,NA,"2200",125
"496",2,7,2005,-21.705,0.279,NA,"2110",123
"497",2,8,2005,-20.965,0.254,NA,"2100",122
"498",2,9,2005,-16.475,0.356,NA,"2100",91
"499",2,10,2005,-7.408,1.676,NA,"2100",91
"500",2,11,2005,-0.407,1.245,NA,"2120",89
"501",2,12,2005,-5.284,0.584,NA,"2120",87
"502",2,13,2005,-2.303,0.483,NA,"2120",87
"503",2,14,2005,-3.155,0.787,NA,"2120",87
"504",2,15,2005,-10.357,0.711,NA,"2100",87
"505",2,16,2005,-12.74,0.813,NA,"2030",86
"506",2,17,2005,-19.57,0.356,NA,"1980",85
"507",2,18,2005,-16.345,0.787,NA,"1940",85
"508",2,19,2005,-18.205,0.508,NA,"1890",83
"509",2,20,2005,-14.71,0.356,NA,"1880",83
"510",2,21,2005,-12.983,0.737,NA,"1880",104
"511",2,22,2005,-13.355,0.457,NA,"1900",104
"512",2,23,2005,-12.185,0.635,NA,"1920",104
"513",2,24,2005,-13.934,0.686,NA,"1980",103
"514",2,25,2005,-13.165,0.635,NA,"2040",56
"515",2,26,2005,-11.242,0.914,NA,"2090",56
"516",2,27,2005,-6.966,0.584,NA,"2120",58
"517",2,28,2005,-13.515,0.864,NA,"2130",66
"518",3,1,2005,-15.86,0.533,NA,"2150",66
