month,day,year,avg.temp,penman.pet,rainfall,discharge,snow.depth
10,1,2003,1.15,2.515,0,62.8,0
10,2,2003,8.549,4.699,0,68.2,0
10,3,2003,12.31,4.445,0,81.7,0
10,4,2003,12.722,3.251,0,84.9,0
10,5,2003,16.635,5.69,0,75,0
10,6,2003,17.79,5.766,0,70,0
10,7,2003,19.225,6.198,0,70,0
10,8,2003,22.61,6.833,0,72,0
10,9,2003,21.925,5.131,0,75,0
10,10,2003,22.205,6.579,0.254,74,0
10,11,2003,11.995,2.337,21.082,123,0
10,12,2003,9.709,2.108,0,100,0
10,13,2003,10.268,2.896,0,90,0
10,14,2003,7.429,2.54,0,100,0
10,15,2003,3.422,2.108,0,100,0
10,16,2003,5.329,1.651,0,89,0
10,17,2003,7.582,2.337,0,95,0
10,18,2003,12.25,2.388,0,105,0
10,19,2003,17.946,5.944,0,96,0
10,20,2003,13.979,6.172,0,90,0
10,21,2003,11.056,1.981,0,95,0
10,22,2003,12.474,4.572,0,106,0
10,23,2003,6.072,1.93,0,124,0
10,24,2003,9.892,4.521,0,132,0
10,25,2003,1.837,2.032,0,124,0
10,26,2003,1.574,1.727,0,111,0
10,27,2003,3.231,0.94,5.842,100,0
10,28,2003,1.241,0.94,0.508,95,0
10,29,2003,-0.379,0.406,NA,100,0
10,30,2003,1.141,0.229,NA,108,0
10,31,2003,-3.552,0.889,NA,110,0
11,1,2003,-4.596,0.965,NA,110,0
11,2,2003,-1.969,1.041,NA,115,0
11,3,2003,-6.001,0.965,NA,118,0
11,4,2003,-4.213,0.432,NA,126,4
11,5,2003,-9.041,0.787,NA,134,62
11,6,2003,-9.831,1.041,NA,114,55
11,7,2003,-12.815,0.584,NA,101,49
11,8,2003,-11.352,0.914,NA,88.5,46
11,9,2003,-3.039,0.864,NA,88.3,42
11,10,2003,0.62,0.178,NA,95,40
11,11,2003,2.419,0.584,NA,137,11
11,12,2003,-2.438,0.965,NA,188,4
11,13,2003,-2.162,1.575,NA,201,15
11,14,2003,3.094,0.914,NA,178,0
11,15,2003,3.408,0.203,NA,182,0
11,16,2003,3.307,0.051,NA,187,0
11,17,2003,5.746,1.041,NA,178,0
11,18,2003,2.403,0.889,NA,154,0
11,19,2003,4.215,1.448,NA,140,0
11,20,2003,0.507,1.854,NA,125,0
11,21,2003,-7.971,0.381,NA,115,0
11,22,2003,-5.409,0.94,NA,108,0
11,23,2003,-9.975,0.559,NA,98,0
11,24,2003,-12.56,0.711,NA,93,0
11,25,2003,-6.242,0.686,NA,90,0
11,26,2003,-4.843,0.864,NA,94,9
11,27,2003,-6.716,0.61,NA,100,7
11,28,2003,-8.759,0.584,NA,115,6
11,29,2003,-1.291,1.245,NA,140,5
11,30,2003,0.146,1.549,NA,210,0
12,1,2003,-4.561,1.499,NA,185,0
12,2,2003,-3.903,1.854,NA,165,0
12,3,2003,-0.652,1.168,NA,155,0
12,4,2003,-1.771,0.305,NA,150,0
12,5,2003,-6.239,0.406,NA,145,17
12,6,2003,-4.724,0.381,NA,135,16
12,7,2003,-0.671,0.457,NA,128,14
12,8,2003,-5.426,0.61,NA,118,14
12,9,2003,-13.36,0.305,NA,113,18
12,10,2003,-16.735,0.406,NA,110,17
12,11,2003,-20.275,0.254,NA,110,17
12,12,2003,-12.185,0.508,NA,105,16
12,13,2003,-5.951,0.432,NA,97,15
12,14,2003,-6.121,0.508,NA,91,14
12,15,2003,-5.437,0.254,NA,88,14
12,16,2003,-11.45,0.279,NA,81,60
12,17,2003,-9.966,0.254,NA,81,55
12,18,2003,-5.588,0.584,NA,80,166
12,19,2003,-10.276,0.279,NA,80,152
12,20,2003,-2.855,0.61,NA,80,145
12,21,2003,-1.236,0.508,NA,80,138
12,22,2003,-2.702,0.711,NA,83,98
12,23,2003,-7.597,0.051,NA,90,96
12,24,2003,-6.047,0.406,NA,92,97
12,25,2003,-1.669,0.965,NA,93,96
12,26,2003,0.416,0.66,NA,94,92
12,27,2003,3.18,0.229,NA,94,91
12,28,2003,-1.973,0.559,NA,94,10
12,29,2003,-8.729,0.381,NA,95,23
12,30,2003,-12.25,0.203,NA,97,23
12,31,2003,-14.092,0.66,NA,99,50
1,1,2004,-5.208,0.66,NA,100,48
1,2,2004,-7.413,0.914,NA,100,46
1,3,2004,-19.045,0.483,NA,110,45
1,4,2004,-21.83,0.254,NA,125,44
1,5,2004,-23.63,0.406,NA,130,42
1,6,2004,-15.865,0.635,NA,130,97
1,7,2004,-14.545,0.356,NA,130,94
1,8,2004,-13.164,0.483,NA,130,93
1,9,2004,-7.811,0.584,NA,130,92
1,10,2004,-4.532,0.229,NA,130,89
1,11,2004,-6.939,0.305,NA,125,90
1,12,2004,-5.055,0.711,NA,120,90
1,13,2004,-11.231,0.813,NA,115,89
1,14,2004,-7.616,1.346,NA,115,87
1,15,2004,-8.342,1.092,NA,115,88
1,16,2004,-3.744,0.762,NA,115,94
1,17,2004,-13.272,1.295,NA,115,92
1,18,2004,-23.28,0.33,NA,120,89
1,19,2004,-18.49,0.381,NA,120,88
1,20,2004,-10.371,0.686,NA,115,87
1,21,2004,-12.406,1.702,NA,115,86
1,22,2004,-19.533,0.533,NA,115,85
1,23,2004,-17,0.533,NA,115,83
1,24,2004,-19.66,0.406,NA,110,117
1,25,2004,-11.43,0.279,NA,94,116
1,26,2004,-19.32,0.508,NA,90,246
1,27,2004,-27.535,0.178,NA,90,239
1,28,2004,-29.77,0.203,NA,90,435
1,29,2004,-32.445,0.127,NA,90,414
1,30,2004,-33.02,0.076,NA,90,398
1,31,2004,-23.895,0.254,NA,90,386
2,1,2004,-19.675,0.203,NA,90,376
2,2,2004,-20.805,0.229,NA,90,366
2,3,2004,-24.675,0.229,NA,90,358
2,4,2004,-17.875,1.041,NA,92,345
2,5,2004,-7.574,0.508,NA,92,345
2,6,2004,-15.495,0.635,NA,94,366
2,7,2004,-19.78,0.381,NA,94,356
2,8,2004,-9.124,0.838,NA,94,349
2,9,2004,-8.457,0.762,NA,95,345
2,10,2004,-13.296,0.762,NA,110,301
2,11,2004,-12.587,0.711,NA,130,299
2,12,2004,-15.725,1.041,NA,137,307
2,13,2004,-8.731,1.473,NA,137,463
2,14,2004,-19.92,0.457,NA,140,416
2,15,2004,-19.75,0.635,NA,142,388
2,16,2004,-10.652,1.067,NA,160,369
2,17,2004,-11.723,0.94,NA,175,352
2,18,2004,-1.459,1.016,NA,195,292
2,19,2004,1.62,0.533,NA,200,284
2,20,2004,-3.021,0.61,NA,205,238
2,21,2004,-5.644,0.965,NA,210,234
2,22,2004,-2.607,0.635,NA,210,232
2,23,2004,-2.573,0.584,NA,210,231
2,24,2004,-2.148,0.61,NA,210,250
2,25,2004,-1.122,1.067,NA,210,205
2,26,2004,0.687,1.651,NA,210,251
2,27,2004,2.848,1.778,NA,210,229
2,28,2004,1.786,0.889,NA,220,145
2,29,2004,0.733,0.127,NA,225,134
3,1,2004,0.164,0.152,NA,230,118
3,2,2004,-1.533,0.762,NA,245,109
3,3,2004,-7.114,0.787,NA,260,126
3,4,2004,-8.715,0.762,NA,280,162
3,5,2004,-3.596,0.686,NA,300,162
3,6,2004,-3.509,1.168,NA,320,174
3,7,2004,-3.563,1.626,NA,320,172
3,8,2004,-1.137,2.007,NA,320,168
3,9,2004,2.411,2.362,NA,330,130
3,10,2004,-5.219,2.007,NA,340,66
3,11,2004,-14.23,1.067,NA,360,30
3,12,2004,-5.093,2.032,NA,400,29
3,13,2004,0.983,2.083,NA,440,27
3,14,2004,-3.238,1.676,NA,490,0
3,15,2004,-3.18,1.829,NA,560,0
3,16,2004,-3.127,0.813,NA,640,0
3,17,2004,-1.918,1.448,NA,690,14
3,18,2004,0.99,1.753,NA,730,0
3,19,2004,7.154,3.835,NA,840,0
3,20,2004,-2.602,2.464,NA,950,0
3,21,2004,-8.292,1.346,NA,990,0
3,22,2004,0.42,3.099,NA,1060,0
3,23,2004,2.003,3.2,NA,1200,0
3,24,2004,7.439,3.048,NA,1280,0
3,25,2004,8.843,2.921,NA,1310,0
3,26,2004,3.622,2.261,NA,1320,0
3,27,2004,11.007,1.143,NA,1320,0
3,28,2004,6.172,1.956,NA,1310,0
3,29,2004,0.781,1.981,NA,1270,0
3,30,2004,0.741,2.921,NA,1150,0
3,31,2004,4.394,4.191,NA,1050,0
4,1,2004,7.539,5.893,0,930,0
4,2,2004,6.359,4.801,0,933,0
4,3,2004,3.443,4.572,0,872,0
4,4,2004,4.284,5.69,0,743,0
4,5,2004,13.609,7.747,0,612,0
4,6,2004,9.599,5.232,0,515,0
4,7,2004,8.804,5.359,0,469,0
4,8,2004,1.399,4.115,0,454,0
4,9,2004,0.224,2.21,0,467,0
4,10,2004,-2.321,3.708,0,501,0
4,11,2004,-3.584,1.676,0,493,0
4,12,2004,1.316,3.658,0,445,0
4,13,2004,9.048,6.401,0,423,0
4,14,2004,10.112,7.366,0,416,0
4,15,2004,12.911,7.264,0,414,0
4,16,2004,9.602,4.242,0,410,0
4,17,2004,9.954,4.47,0,406,0
4,18,2004,9.648,2.921,1.778,428,0
4,19,2004,7.88,4.851,0,475,0
4,20,2004,9.846,2.261,0.254,492,0
4,21,2004,3.798,4.623,0,496,0
4,22,2004,3.282,5.334,0,502,0
4,23,2004,5.159,6.274,0,515,0
4,24,2004,9.382,9.093,0,524,0
4,25,2004,9.661,7.62,0,527,0
4,26,2004,5.653,6.528,0,532,0
4,27,2004,15.814,10.465,0,532,0
4,28,2004,16.907,12.979,0,528,0
4,29,2004,5.706,6.629,0,514,0
4,30,2004,6.964,6.883,0,514,0
5,1,2004,6.137,4.343,0,515,0
5,2,2004,3.826,5.436,0,522,0
5,3,2004,11.403,9.246,0,505,0
5,4,2004,8.752,8.382,0,452,0
5,5,2004,17.526,11.76,0,433,0
5,6,2004,7.871,7.366,0,411,0
5,7,2004,11.764,9.423,0,422,0
5,8,2004,18.195,8.052,0,448,0
5,9,2004,16.775,4.801,1.778,499,0
5,10,2004,10.319,8.484,0,506,0
5,11,2004,8.662,3.302,29.21,597,0
5,12,2004,4.836,1.854,9.144,611,0
5,13,2004,1.114,2.438,0,750,0
5,14,2004,4.647,4.343,0,778,0
5,15,2004,10.016,5.867,0.254,664,0
5,16,2004,9.164,3.353,2.032,595,0
5,17,2004,12.33,6.528,0.508,600,0
5,18,2004,12.918,7.95,0,618,0
5,19,2004,17.02,4.851,4.064,691,0
5,20,2004,13.105,8.204,0,717,0
5,21,2004,15.16,6.883,0,646,0
5,22,2004,12.615,3.835,0.762,642,0
5,23,2004,10.45,2.057,1.016,655,0
5,24,2004,8.309,1.295,6.858,656,0
5,25,2004,9.887,3.277,0.254,657,0
5,26,2004,14.752,8.992,0,663,0
5,27,2004,12.7,6.807,0,671,0
5,28,2004,14.975,7.391,0,675,0
5,29,2004,16.745,2.819,11.684,745,0
5,30,2004,14.47,0.737,56.388,1260,0
5,31,2004,13.765,1.753,21.59,3100,0
6,1,2004,12.06,1.372,3.302,4410,0
6,2,2004,16.8,5.334,0,5100,0
6,3,2004,16.86,3.429,0,5380,0
6,4,2004,21.14,8.89,0.508,5380,0
6,5,2004,20.61,6.528,5.08,5030,0
6,6,2004,19.91,9.322,0,4160,0
6,7,2004,22.325,9.55,0,3190,0
6,8,2004,16.37,6.172,0,2550,0
6,9,2004,16.76,7.722,0,2180,0
6,10,2004,16.975,5.131,0,2010,0
6,11,2004,18.215,5.004,1.778,2010,0
6,12,2004,20.72,10.109,0.762,2060,0
6,13,2004,18.45,8.103,0,2070,0
6,14,2004,15.785,4.648,0.508,2100,0
6,15,2004,14.96,2.261,9.144,2090,0
6,16,2004,15.4,4.166,0,1950,0
6,17,2004,16.955,6.782,0,1820,0
6,18,2004,10.899,6.706,0,1690,0
6,19,2004,14.117,8.128,0,1590,0
6,20,2004,18.195,10.185,0,1510,0
6,21,2004,12.9,5.004,0.508,1440,0
6,22,2004,14.875,5.664,0,1380,0
6,23,2004,12.794,6.248,1.27,1330,0
6,24,2004,10.864,7.493,0,1240,0
6,25,2004,12.618,4.902,0,1090,0
6,26,2004,13.881,5.08,0,968,0
6,27,2004,16.665,6.35,0.508,871,0
6,28,2004,19.075,8.687,0,814,0
6,29,2004,21.87,8.788,0,785,0
6,30,2004,23.6,8.915,0,752,0
7,1,2004,21.225,8.179,0,734,0
7,2,2004,25.36,5.817,1.524,709,0
7,3,2004,22.715,4.801,7.366,714,0
7,4,2004,15.17,2.134,0,668,0
7,5,2004,13.835,1.245,10.414,632,0
7,6,2004,11.395,1.295,25.4,832,0
7,7,2004,13.468,2.972,0,744,0
7,8,2004,17.16,4.039,0,825,0
7,9,2004,21.515,6.756,0,1150,0
7,10,2004,23.875,5.512,25.4,1410,0
7,11,2004,22.435,6.198,0.762,1880,0
7,12,2004,23.53,6.68,10.414,2060,0
7,13,2004,20.57,6.68,0,2120,0
7,14,2004,20.615,5.867,0,1980,0
7,15,2004,24.4,6.426,0,1870,0
7,16,2004,21.18,5.537,0,1700,0
7,17,2004,20.425,4.928,0,1540,0
7,18,2004,23.515,6.045,0,1390,0
7,19,2004,23.835,6.248,0,1310,0
7,20,2004,25.93,6.401,0.254,1270,0
7,21,2004,23.935,8.814,0,1230,0
7,22,2004,15.405,4.013,0,1160,0
7,23,2004,14.515,5.258,0,1090,0
7,24,2004,16.825,6.985,0,1020,0
7,25,2004,20.185,7.722,0,950,0
7,26,2004,20.295,9.068,0,874,0
7,27,2004,22.15,7.366,0,808,0
7,28,2004,19.515,2.845,15.24,884,0
7,29,2004,16.725,6.198,0,676,0
7,30,2004,17.64,4.039,0,527,0
7,31,2004,18.79,5.74,0,472,0
8,1,2004,21.72,6.35,0,455,0
8,2,2004,21.47,6.045,9.144,578,0
8,3,2004,18.66,5.283,0,525,0
8,4,2004,17.065,5.867,0,467,0
8,5,2004,17.825,6.198,0,432,0
8,6,2004,18.095,2.794,23.368,513,0
8,7,2004,20,3.124,1.016,658,0
8,8,2004,20.78,4.674,0.254,617,0
8,9,2004,12.955,1.651,0.508,583,0
8,10,2004,11.71,3.099,0,546,0
8,11,2004,13.195,3.251,0,530,0
8,12,2004,14.16,4.394,0,525,0
8,13,2004,15.075,5.004,0,516,0
8,14,2004,16.37,5.182,0,508,0
8,15,2004,18.975,5.74,0,513,0
8,16,2004,18.61,4.369,0,529,0
8,17,2004,19.315,4.953,0,534,0
8,18,2004,12.053,6.502,0,530,0
8,19,2004,14.952,8.306,0,520,0
8,20,2004,9.486,5.029,0,479,0
8,21,2004,14.189,7.036,2.54,466,0
8,22,2004,15,3.302,0.254,444,0
8,23,2004,16.21,3.556,0,433,0
8,24,2004,19.685,5.486,2.794,414,0
8,25,2004,18.35,3.886,0.508,394,0
8,26,2004,18.755,4.115,0,433,0
8,27,2004,14.755,1.905,0,479,0
8,28,2004,13.781,3.81,0,367,0
8,29,2004,18.075,3.658,4.318,258,0
8,30,2004,17.265,4.648,0.508,214,0
8,31,2004,20.435,4.75,0,222,0
9,1,2004,19.45,3.937,0,223,0
9,2,2004,26.355,9.601,0,216,0
9,3,2004,25.175,7.366,0,183,0
9,4,2004,21.085,2.21,29.718,302,0
9,5,2004,17.07,0.889,42.672,1330,0
9,6,2004,15.21,3.785,1.778,3500,0
9,7,2004,11.239,2.362,0,3000,0
9,8,2004,12.675,2.464,0,2190,0
9,9,2004,19.4,4.801,0,1850,0
9,10,2004,20.72,4.47,0,1540,0
9,11,2004,13.76,3.327,0,1330,0
9,12,2004,22.35,7.264,0,1150,0
9,13,2004,20.9,3.835,0.508,1010,0
9,14,2004,15.68,2.007,0,902,0
9,15,2004,10.645,0.914,16.002,918,0
9,16,2004,13.562,4.216,0,847,0
9,17,2004,18.575,4.191,0,765,0
9,18,2004,19.925,5.994,0,737,0
9,19,2004,25.795,7.137,0,885,0
9,20,2004,19.395,2.54,12.7,1040,0
9,21,2004,12.22,1.372,0,947,0
9,22,2004,12.56,0.356,6.858,986,0
9,23,2004,13.83,0.432,3.556,1570,0
9,24,2004,14.695,3.327,0.254,2090,0
9,25,2004,15.15,4.724,0,2470,0
9,26,2004,19.885,5.893,0,2810,0
9,27,2004,10.434,4.928,0,2960,0
9,28,2004,9.172,3.632,0,2960,0
9,29,2004,13.834,6.756,1.778,2760,0
9,30,2004,14.625,2.337,0,2300,0
10,1,2004,6.724,4.648,1.016,1990,0
10,2,2004,7.798,5.385,0,1790,0
10,3,2004,6.137,4.445,0,1670,0
10,4,2004,2.506,3.175,0,1680,0
10,5,2004,12.978,5.258,0,1800,0
10,6,2004,18.425,5.69,0,1830,0
10,7,2004,15.69,2.743,0,1780,0
10,8,2004,12.65,5.055,0,1720,0
10,9,2004,12.301,5.512,0,1680,0
10,10,2004,16.825,7.061,0,1670,0
10,11,2004,16.05,3.2,0,1690,0
10,12,2004,15.585,3.708,0,1690,0
10,13,2004,3.751,2.54,0,1680,0
10,14,2004,1.961,0.864,2.032,1660,0
10,15,2004,4.4,0.94,2.794,1680,0
10,16,2004,0.156,1.295,0,1690,0
10,17,2004,-0.01,0.762,0,1660,0
10,18,2004,4.641,1.626,0,1600,0
10,19,2004,7.724,2.134,3.048,1550,0
10,20,2004,5.065,1.346,0,1510,0
10,21,2004,10.245,0.889,0.254,1440,0
10,22,2004,11.235,0.076,4.572,1430,0
10,23,2004,6.749,0.889,11.938,1490,0
10,24,2004,5.479,0.381,1.016,1470,0
10,25,2004,4.569,1.651,0,1700,0
10,26,2004,9.116,2.159,0,2180,0
10,27,2004,6.607,1.295,0,2560,0
10,28,2004,10.65,0.254,1.524,2550,0
10,29,2004,10.125,0.203,37.846,2230,0
10,30,2004,4.193,0.356,29.718,3170,0
10,31,2004,3.693,0.508,0,3770,0
11,1,2004,4.926,0.33,NA,3680,0
11,2,2004,2.823,1.219,NA,3400,0
11,3,2004,7.582,2.769,NA,3130,0
11,4,2004,4.46,2.438,NA,2840,0
11,5,2004,7.567,2.388,NA,2480,0
11,6,2004,9.426,2.413,NA,2210,0
11,7,2004,1.393,1.499,NA,2110,0
11,8,2004,2.273,1.626,NA,2030,0
11,9,2004,6.368,1.753,NA,1990,0
11,10,2004,-0.46,2.21,NA,1960,0
11,11,2004,-2.587,1.118,NA,1890,0
11,12,2004,-0.114,1.702,NA,1790,0
11,13,2004,3.464,2.997,NA,1720,0
11,14,2004,3.179,2.362,NA,1690,0
11,15,2004,4.319,1.473,NA,1670,0
11,16,2004,7.337,1.041,NA,1650,0
11,17,2004,1.851,0.025,NA,1650,0
11,18,2004,2.164,0.686,NA,1610,0
11,19,2004,-0.539,0.33,NA,1570,0
11,20,2004,-0.787,0.94,NA,1580,0
11,21,2004,0.461,1.727,NA,1600,0
11,22,2004,3.329,1.727,NA,1600,0
11,23,2004,-3.403,1.118,NA,1590,0
11,24,2004,-3.997,0.61,NA,1570,0
11,25,2004,-3.047,0.635,NA,1560,0
11,26,2004,-2.22,0.102,NA,1540,0
11,27,2004,-5.167,0.356,NA,1530,12
11,28,2004,-6.929,0.152,NA,1530,11
11,29,2004,-3.491,1.549,NA,1520,12
11,30,2004,-1.581,1.118,NA,1400,6
12,1,2004,-5.226,0.279,NA,1340,4
12,2,2004,-6.317,0.889,NA,1280,5
12,3,2004,0.589,1.702,NA,1240,4
12,4,2004,-2.199,1.854,NA,1220,0
12,5,2004,-6.458,1.499,NA,1210,0
12,6,2004,-1.065,0.203,NA,1200,0
12,7,2004,-2.036,0.152,NA,1200,20
12,8,2004,-1.836,0.127,NA,1200,21
12,9,2004,-0.826,0,NA,1200,25
12,10,2004,-4.636,0.127,NA,1210,60
12,11,2004,-1.108,0.483,NA,1220,72
12,12,2004,-4.901,1.295,NA,1220,69
12,13,2004,-14.63,0.381,NA,990,30
12,14,2004,-6.111,1.295,NA,650,41
12,15,2004,-0.463,0.559,NA,490,39
12,16,2004,-6.853,0.813,NA,455,42
12,17,2004,-3.997,1.6,NA,510,42
12,18,2004,-12.808,1.854,NA,630,36
12,19,2004,-16.46,1.245,NA,770,34
12,20,2004,-5.176,2.337,NA,670,35
12,21,2004,-18.68,0.508,NA,600,6
12,22,2004,-22.055,0.254,NA,550,3
12,23,2004,-23.005,0.203,NA,545,2
12,24,2004,-18.21,0.686,NA,580,27
12,25,2004,-14.6,0.33,NA,640,23
12,26,2004,-12.62,0.737,NA,700,21
12,27,2004,-6.842,0.533,NA,780,16
12,28,2004,-4.134,0.203,NA,820,15
12,29,2004,-4.036,0.051,NA,835,15
12,30,2004,-2.671,0.127,NA,860,17
12,31,2004,-11.519,0.787,NA,850,93
1,1,2005,-12.585,0.305,NA,850,45
1,2,2005,-17.065,0.483,NA,845,62
1,3,2005,-20.005,0.279,NA,835,59
1,4,2005,-21.24,0.432,NA,820,71
1,5,2005,-27.415,0.102,NA,800,69
1,6,2005,-19.925,0.61,NA,785,68
1,7,2005,-16.675,0.33,NA,770,65
1,8,2005,-16.41,0.483,NA,760,63
1,9,2005,-13.505,0.33,NA,750,62
1,10,2005,-18.43,0.279,NA,740,85
1,11,2005,-14.705,0.381,NA,740,122
1,12,2005,-9.166,0.356,NA,740,118
1,13,2005,-20.88,0.787,NA,730,164
1,14,2005,-26.45,0.33,NA,720,156
1,15,2005,-24.015,0.381,NA,720,150
1,16,2005,-27.12,0.127,NA,710,145
1,17,2005,-24.8,0.508,NA,710,143
1,18,2005,-6.735,1.6,NA,720,139
1,19,2005,-12.09,0.533,NA,720,170
1,20,2005,-9.935,0.178,NA,720,166
1,21,2005,-12.066,0.686,NA,710,163
1,22,2005,-19.48,0.33,NA,680,258
1,23,2005,-11.416,1.041,NA,670,246
1,24,2005,-4.566,0.178,NA,670,234
1,25,2005,-4.097,1.067,NA,675,220
1,26,2005,-15.69,0.483,NA,680,207
1,27,2005,-11.028,1.27,NA,680,147
1,28,2005,-1.923,0.33,NA,685,143
1,29,2005,-5.012,0.508,NA,700,148
1,30,2005,-4.622,0.381,NA,715,147
1,31,2005,-0.24,0.051,NA,730,146
2,1,2005,0.799,0.559,NA,740,146
2,2,2005,-0.849,0.635,NA,760,166
2,3,2005,1.279,0.864,NA,770,146
2,4,2005,-3.733,0.762,NA,770,142
2,5,2005,-1.501,1.626,NA,765,139
2,6,2005,-13.42,0.889,NA,750,83
2,7,2005,-18.58,0.406,NA,710,82
2,8,2005,-18.135,0.33,NA,670,82
2,9,2005,-10.693,0.533,NA,670,72
2,10,2005,-4.709,1.626,NA,680,72
2,11,2005,0.957,1.499,NA,705,70
2,12,2005,0.144,1.168,NA,720,66
2,13,2005,1.871,0.838,NA,730,68
2,14,2005,-1.826,0.559,NA,735,66
2,15,2005,-6.429,0.965,NA,735,67
2,16,2005,-10.865,0.94,NA,720,67
2,17,2005,-14.84,0.737,NA,720,66
2,18,2005,-11.928,0.965,NA,710,65
2,19,2005,-12.7,0.889,NA,705,64
2,20,2005,-13.105,0.432,NA,705,67
2,21,2005,-11.451,0.787,NA,705,119
2,22,2005,-10.587,0.66,NA,710,119
2,23,2005,-7.808,0.813,NA,710,119
2,24,2005,-13.207,0.838,NA,715,128
2,25,2005,-11.886,0.686,NA,710,128
2,26,2005,-9.684,1.473,NA,710,129
2,27,2005,-6.076,0.737,NA,710,126
2,28,2005,-11.615,0.864,NA,710,129
3,1,2005,-12.894,0.711,NA,705,128
3,2,2005,-9.215,1.397,NA,705,127
3,3,2005,-5.862,1.702,NA,715,125
3,4,2005,0.057,1.118,NA,745,122
3,5,2005,4.154,2.057,NA,840,92
3,6,2005,3.808,3.505,NA,1000,23
3,7,2005,-9.437,1.346,NA,1090,0
3,8,2005,-11.36,0.965,NA,1140,0
3,9,2005,-3.38,1.422,NA,1180,0
3,10,2005,-0.466,1.016,NA,1230,0
3,11,2005,-7.226,1.829,NA,1290,0
3,12,2005,-11.192,1.194,NA,1300,0
3,13,2005,-9.326,1.448,NA,1290,0
3,14,2005,-8.187,0.889,NA,1250,0
3,15,2005,-6.296,1.575,NA,1240,0
3,16,2005,-7.434,0.711,NA,1250,0
3,17,2005,-5.169,2.083,NA,1250,0
3,18,2005,-3.519,2.565,NA,1250,0
3,19,2005,-3.922,1.803,NA,1270,0
3,20,2005,-1.462,2.286,NA,1290,0
3,21,2005,1.96,3.124,NA,1320,0
3,22,2005,3.248,2.921,NA,1400,0
3,23,2005,4.304,2.819,NA,1540,0
3,24,2005,-1.828,2.159,NA,1700,0
3,25,2005,-2.179,2.464,NA,1860,0
3,26,2005,3.407,3.251,NA,2120,0
3,27,2005,6.729,3.175,NA,2600,0
3,28,2005,8.655,3.632,NA,2960,0
3,29,2005,11.235,4.572,NA,3300,0
3,30,2005,3.165,0.914,NA,3600,0
3,31,2005,6.268,4.318,NA,3810,0
4,1,2005,3.959,3.886,0,3990,0
4,2,2005,8.239,4.902,0,3720,0
4,3,2005,7.377,4.953,0,2620,0
4,4,2005,15.71,7.341,0,1960,0
4,5,2005,11.023,4.724,0,1650,0
4,6,2005,9.349,5.182,0,1470,0
4,7,2005,10.019,5.283,0,1290,0
4,8,2005,15.015,8.433,0,1160,0
4,9,2005,17.685,8.128,0,1090,0
4,10,2005,12.233,4.064,0,1060,0
4,11,2005,13.915,1.651,13.97,1110,0
4,12,2005,9.155,0.508,5.08,1140,0
4,13,2005,11.639,5.105,0,1220,0
4,14,2005,11.872,7.671,0,1650,0
4,15,2005,12.555,5.842,0,2330,0
4,16,2005,12.366,6.858,0,2560,0
4,17,2005,13.768,5.131,0,2270,0
4,18,2005,21.975,9.474,0,1890,0
4,19,2005,13.35,5.182,0,1670,0
4,20,2005,9.84,6.655,0,1520,0
4,21,2005,10.593,5.969,0,1430,0
4,22,2005,6.009,5.232,0,1410,0
4,23,2005,2.998,5.715,0,1420,0
4,24,2005,6.788,6.325,0,1400,0
4,25,2005,5.927,4.089,0,1370,0
4,26,2005,4.163,4.699,0,1380,0
4,27,2005,1.45,2.972,0,1380,0
4,28,2005,2.038,3.2,0,1360,0
4,29,2005,1.398,3.734,0,1400,0
4,30,2005,2.764,3.683,0,1430,0
5,1,2005,0.958,2.692,0.508,1440,0
5,2,2005,1.303,6.426,0,1430,0
5,3,2005,3.725,6.071,0,1400,0
5,4,2005,10.973,8.89,0,1360,0
5,5,2005,17.19,9.449,0,1300,0
5,6,2005,11.821,7.722,0,1250,0
5,7,2005,18.675,5.715,3.556,1230,0
5,8,2005,19.58,7.391,0.254,1240,0
5,9,2005,13.92,1.549,2.54,1250,0
5,10,2005,8.548,1.803,0,1240,0
5,11,2005,6.134,5.74,0,1320,0
5,12,2005,4.547,2.311,7.112,1530,0
5,13,2005,6.988,1.27,4.064,1540,0
5,14,2005,3.749,1.549,7.874,1490,0
5,15,2005,6.289,3.226,0,1430,0
5,16,2005,12.685,6.833,0,1440,0
5,17,2005,16.8,5.74,7.62,1460,0
5,18,2005,18.83,5.182,1.524,1460,0
5,19,2005,18.205,4.039,0,1430,0
5,20,2005,19.165,6.045,4.826,1430,0
5,21,2005,20.44,7.874,0.508,1470,0
5,22,2005,17.755,8.687,0,1460,0
5,23,2005,15.992,5.994,0,1430,0
5,24,2005,15.605,1.27,1.016,1370,0
5,25,2005,12.51,1.067,2.032,1330,0
5,26,2005,11.305,3.353,0,1260,0
5,27,2005,10.51,2.083,0.508,1250,0
5,28,2005,9.98,1.93,0.508,1370,0
5,29,2005,14.415,4.496,1.524,1550,0
5,30,2005,15.06,4.724,0,1610,0
5,31,2005,18.645,6.299,0,1560,0
6,1,2005,19.17,5.461,0.254,1490,0
6,2,2005,21.09,4.724,0.508,1430,0
6,3,2005,20.265,2.794,3.048,1440,0
6,4,2005,18.325,1.295,34.544,1700,0
6,5,2005,17.87,1.702,2.54,2460,0
6,6,2005,17.29,5.563,0,2670,0
6,7,2005,19.295,5.385,5.563,2830,0
6,8,2005,19.63,6.426,23.546,3330,0
6,9,2005,17.44,5.867,0,4100,0
